Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019
Congo,90.43,90.15,89.9,89.83,89.87,90.12
Bahamas,93.75,94.76,94.67,94.81,95.04,95.03
Mali,95.87,95.65,95.41,95.44,95.64,95.48
Dominican Republic,94.0,93.61,92.54,90.65,91.27,93.86
Denmark,93.6,92.4,91.63,92.2,90.53,89.79
"Virgin Islands, U.S.",87.94,87.72,87.57,87.19,87.65,87.9
Rwanda,97.17,96.68,96.47,96.09,95.76,95.47
"Palestine, State of",86.76,86.62,84.53,85.63,87.08,88.61
Morocco,93.55,93.71,93.41,93.2,94.26,92.66
Lesotho,90.61,89.79,89.78,90.18,90.63,90.3
Madagascar,98.98,99.0,99.0,98.97,98.34,98.06
Puerto Rico,83.93,83.94,82.81,82.3,78.4,75.86
United Kingdom,94.0,91.86,91.35,91.53,91.87,92.31
Central African Republic,95.63,95.59,95.62,95.65,95.82,95.98
South Africa,90.93,89.72,87.92,85.75,82.18,83.5
Macao,83.95,94.22,93.84,95.06,95.63,95.88
Vanuatu,89.5,89.41,89.5,89.23,89.16,89.23
"Korea, Republic of",94.75,93.71,91.83,90.64,90.69,90.36
Viet Nam,96.39,96.31,95.97,95.46,96.35,96.27
Belarus,88.81,89.39,89.78,91.1,92.33,94.21
Suriname,91.33,91.69,91.43,90.74,90.17,90.38
Singapore,96.59,96.52,96.33,96.24,95.53,95.41
Tajikistan,80.2,80.46,80.84,78.73,72.29,64.19
Niger,97.28,97.49,97.53,97.62,96.3,93.67
Western Sahara,94.35,94.32,94.1,93.83,93.71,93.69
Saint Vincent and the Grenadines,95.55,95.35,95.03,94.59,94.46,94.35
Indonesia,96.54,97.04,97.37,96.11,96.49,95.52
