Country,1990-1995,1996-2001,2002-2007,2008-2012,2013-2017,2018-2022
Romania,12601600.0,116825000.0,40266666.67,31360000.0,810460000.0,6600000.0
Latvia,170744.62,17048850.04,37597964.72,31237443.16,16796432.58,27522609.43
Botswana,,,24850000.0,40630000.0,54488000.0,76582000.0
Maldives,4966666.67,11266666.67,23416666.67,121570762.5,,
Sudan,,19890000.0,,409725000.0,142550000.0,
Ghana,,,,-163732206.56,-842781211.52,-2882908425.69
Sri Lanka,3880000000.0,7169666666.67,12170750000.0,68816620000.0,85354936639.36,12946817954.96
Peru,740856666.67,1515566666.67,2290322137.35,4595703127.52,8391948584.24,11480388295.98
Singapore,3637333333.33,4578166666.67,4503000000.0,8927240000.0,13745631656.59,15388111341.26
Tunisia,135700000.0,216566666.67,300233333.33,518580000.0,,
El Salvador,,86687500.0,14240000.0,21220000.0,23217777.61,28675000.0
Burundi,556400000.0,748780000.0,,2808559.5,5797177289.75,13924602688.67
Barbados,,,134975652.56,187437347.8,203268734.25,
"Palestine, State of",,,5697707.98,4630500.48,18230314.63,74872094.24
Guinea,2137666666.67,,,,,
Tonga,,,,,319700.01,331549.99
Brazil,,,,15303268655.81,22263509702.67,27520417900.55
Malta,14884667.8,11440717.45,30522556.1,15861200.0,15030400.0,27034600.0
Mexico,4018166666.67,8022600000.0,,23981470819.76,34825903301.2,56574131808.6
Belarus,112230.0,4534671.67,155036890.0,237410619.05,115182812.75,180091250.56
Azerbaijan,3570000.0,11239900.0,,175440000.0,279240000.0,245006750.0
