Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019
Kyrgyzstan,46.95,35.3,20.7,20.35,22.05,17.6,21.1,17.0,17.3,13.2,11.7
Vanuatu,,,,42.0,,,,,,,34.9
Maldives,,,18.0,,,,,0.3,,,0.0
Marshall Islands,,,,,,,,,,,6.1
Jordan,,0.9,0.6,0.4,,,,,,,
Armenia,24.15,14.6,11.5,13.55,11.25,11.4,9.4,9.5,8.1,9.4,9.8
Germany,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.5,0.2,0.2
Brazil,23.35,18.7,15.15,12.0,10.05,8.6,9.3,10.6,11.0,10.9,10.8
Israel,1.75,1.1,1.6,1.35,1.25,1.2,0.7,1.0,1.2,1.0,
Morocco,,20.2,,,9.8,,,,,,
Uruguay,,4.05,2.2,1.45,1.2,0.8,0.8,0.7,0.5,0.4,0.5
Guinea-Bissau,,,,84.5,,,,,,56.8,
Bangladesh,65.1,,,59.3,,,,51.6,,,
"Korea, Republic of",,0.7,0.7,0.7,0.7,0.5,,0.5,,,
United States,1.2,1.2,1.2,1.2,1.2,1.5,1.2,1.2,1.5,1.2,1.2
Italy,0.95,1.0,1.15,1.55,1.9,1.8,2.6,2.3,1.8,2.1,1.3
"Iran, Islamic Republic of",5.7,6.0,6.0,,3.0,4.5,4.5,4.6,4.0,4.6,5.7
"Venezuela, Bolivarian Republic of",29.1,15.5,,,,,,,,,
Greece,0.75,0.8,0.6,1.65,2.7,2.9,2.8,2.0,1.6,0.3,1.3
Luxembourg,0.05,0.0,0.05,0.05,0.1,0.2,0.4,0.1,0.4,0.4,0.1
Liberia,,82.8,,,,60.6,,60.6,,,
Turkmenistan,,,,,,,,,,,
Angola,,,37.7,,,,,,,52.9,
"Tanzania, United Republic of",,81.6,,76.7,,,,,,74.3,
Cameroon,,58.5,,,,47.0,,,,,
Kiribati,,37.8,,,,,,,,,19.5
Latvia,5.5,2.2,3.15,3.45,2.65,1.9,1.6,1.5,1.5,0.9,0.8
Iceland,0.15,0.2,0.1,0.2,0.1,0.1,0.0,0.1,0.0,,
Cabo Verde,,30.7,,,,,19.3,,,,
