Country,1970-1977,1978-1985,1986-1993,1994-2001,2002-2008
France,3128.75,631.5,42.5,3143.12,4930.86
yem_north,6621.5,0.0,18750.0,0.0,0.0
Sudan,18125.0,29000.0,312752.62,200559.12,201601.43
Central African Republic,1625.0,0.0,0.0,9568.0,6479.71
Guinea,0.0,625.0,758.25,27500.0,3725.71
scg,0.0,0.0,750.12,9627.5,6056.0
Norway,0.0,0.0,0.0,762.62,0.0
Saudi Arabia,0.0,629.0,0.0,0.0,1949.14
Costa Rica,1907.5,168.88,29496.25,4250.62,40376.0
Eswatini,0.0,0.0,0.0,34000.0,357.14
Peru,58407.62,14808.75,60140.88,82361.5,91702.86
Samoa,0.0,0.0,0.0,0.0,0.0
Croatia,0.0,0.0,0.0,225.0,35.71
Yemen,0.0,0.0,6441.25,33336.62,4536.0
Eritrea,0.0,0.0,0.0,0.0,1001.86
Pakistan,1423625.0,301503.0,1780465.5,606297.12,1300229.86
American Samoa,0.0,0.0,0.0,0.0,1.29
Ireland,0.0,0.0,437.88,0.0,42.86
Chad,0.0,62.5,5949.12,53886.25,26786.0
Indonesia,38782.75,186668.88,139073.75,263051.25,399491.43
"Congo, The Democratic Republic of the",0.0,0.0,3440.0,15834.88,2740.14
Papua New Guinea,0.0,1632.5,18000.0,4750.0,14313.43
