Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Brazil,17.33,15.87,14.43,13.82,12.96,11.47,10.24,9.35,8.23,7.39,6.87,6.4
Belize,18.71,18.63,17.09,17.78,17.04,16.11,14.97,13.95,12.87,11.16,10.17,9.21
Saudi Arabia,18.77,19.09,19.44,19.4,18.89,17.75,16.25,14.68,12.66,11.63,11.01,10.15
Uruguay,9.81,9.36,9.17,9.03,8.2,8.18,8.07,7.56,7.01,6.68,6.47,5.43
Solomon Islands,18.61,18.83,19.41,18.56,17.9,17.27,16.71,16.13,15.58,15.28,15.05,14.15
Madagascar,19.07,18.96,19.51,18.8,17.92,18.01,18.23,17.6,16.61,15.95,14.83,14.16
Malta,10.5,7.44,7.63,8.06,7.61,7.19,6.26,5.38,4.61,4.62,4.7,4.52
Benin,15.98,17.01,17.38,17.69,17.99,17.79,17.63,17.15,16.93,16.68,16.55,16.21
Armenia,15.54,11.87,10.04,10.56,11.13,10.54,8.41,5.92,5.37,5.78,6.35,5.69
"Iran, Islamic Republic of",17.86,17.2,16.71,17.87,18.55,15.55,11.31,7.99,7.62,8.2,8.89,7.7
South Africa,16.74,16.59,16.28,15.42,15.23,14.34,11.84,9.6,9.19,9.98,9.72,9.33
Burkina Faso,16.87,17.23,17.38,18.16,18.55,18.38,18.02,17.8,17.77,17.9,17.18,15.85
Philippines,18.92,17.68,16.52,15.97,15.16,14.57,13.91,13.06,12.34,11.68,10.84,10.26
Netherlands,9.72,9.1,7.57,6.06,5.86,6.11,6.08,6.03,5.75,5.32,4.98,4.82
Costa Rica,18.52,16.27,13.71,13.41,13.53,12.61,10.99,9.54,8.32,7.77,7.1,6.26
Mauritania,17.65,18.23,18.05,17.82,17.52,17.15,17.13,16.39,15.84,16.46,15.53,14.57
Turks and Caicos Islands,15.44,15.08,14.33,13.16,11.99,11.64,11.41,10.32,8.94,7.21,5.92,5.92
El Salvador,18.18,18.29,17.13,16.32,15.3,14.51,13.21,11.52,9.65,8.75,8.35,7.54
