Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Senegal,0.2,0.18,0.16,0.18,0.21,0.23,0.26,0.29,0.3
Peru,0.4,0.56,0.66,0.48,0.43,0.64,1.19,1.57,1.45
nld_curacao,0.46,0.41,0.52,0.76,0.99,1.09,1.22,1.38,1.53
"Korea, Democratic People's Republic of",0.12,0.13,0.14,0.13,0.13,0.14,0.15,0.31,1.1
United Kingdom,1.33,1.37,1.45,1.82,2.31,2.56,3.07,3.62,4.19
Libya,0.51,0.42,0.34,0.26,0.26,0.31,0.41,0.57,0.69
Gibraltar,0.54,0.67,0.85,1.08,1.51,2.15,2.69,3.24,4.27
Qatar,0.25,0.21,0.15,0.12,0.1,0.11,0.09,0.09,0.11
Morocco,0.2,0.21,0.25,0.29,0.29,0.33,0.5,0.68,0.76
Eswatini,0.21,0.24,0.26,0.27,0.26,0.27,0.28,0.3,0.36
Monaco,3.06,3.4,3.69,3.56,3.58,4.17,5.64,11.48,14.69
Greece,1.4,1.71,1.86,2.34,2.87,2.92,3.52,5.01,6.15
Haiti,0.27,0.26,0.29,0.34,0.35,0.34,0.33,0.35,0.4
Afghanistan,0.19,0.2,0.19,0.17,0.16,0.17,0.18,0.2,0.21
Oman,0.31,0.31,0.28,0.26,0.24,0.29,0.33,0.28,0.28
San Marino,1.16,1.32,1.41,1.63,2.07,2.59,3.16,4.0,4.67
Grenada,0.57,0.67,0.79,0.89,1.01,1.12,1.28,1.69,1.82
French Polynesia,0.31,0.19,0.19,0.19,0.23,0.27,0.46,0.83,1.4
Malta,0.66,0.67,0.68,0.89,1.31,1.67,2.3,2.82,3.29
Tunisia,0.34,0.32,0.34,0.44,0.58,0.73,0.91,1.14,1.25
Bulgaria,1.01,1.16,1.35,1.81,2.35,2.48,2.89,3.45,3.77
Brunei Darussalam,0.27,0.29,0.27,0.36,0.4,0.36,0.45,0.52,0.56
