Country,1960-1969,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Congo,3.16,2.87,2.74,2.49,2.32,2.79,3.29
Portugal,5.28,5.42,5.66,5.52,6.16,6.87,7.32
Tunisia,3.41,3.04,3.05,2.98,3.69,5.24,5.87
Maldives,3.5,3.4,3.5,2.86,2.39,3.44,4.42
Turks and Caicos Islands,3.99,3.56,3.31,3.83,4.5,6.22,7.67
"Tanzania, United Republic of",2.63,2.7,2.59,2.59,2.71,2.5,2.63
Spain,5.08,5.49,5.99,5.23,5.95,6.69,7.87
Malta,4.49,5.0,4.8,5.14,7.35,7.16,5.85
Brunei Darussalam,3.03,2.89,2.62,2.63,3.64,4.93,6.2
Saint Vincent and the Grenadines,2.81,2.77,2.66,2.66,3.5,5.56,6.4
Israel,5.32,4.22,3.8,3.71,5.16,4.95,4.72
Ethiopia,3.02,2.91,2.81,2.68,2.58,2.54,2.8
Slovenia,5.02,4.29,6.0,5.93,6.96,7.8,7.39
Benin,3.72,3.03,2.63,2.55,2.46,2.69,2.88
Jordan,2.43,2.09,2.33,2.59,2.76,3.59,4.36
Mongolia,3.97,3.27,2.92,2.76,2.59,4.14,4.9
Saint Lucia,3.25,3.01,2.44,2.75,3.71,5.26,6.58
Georgia,3.97,4.09,6.28,5.42,4.92,6.68,6.24
Namibia,3.11,2.75,2.3,2.38,2.53,2.71,3.35
Greece,5.65,5.71,6.85,5.88,6.19,6.57,7.23
Chile,3.4,3.76,4.27,4.07,4.93,5.97,6.4
Bulgaria,5.56,6.15,6.65,5.8,6.96,7.16,7.21
