Country,1967-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Morocco,12.2,19.53,17.31,16.92,15.76,16.09,18.0,18.64
Marshall Islands,,,,,,62.21,55.54,60.29
Sierra Leone,8.04,8.49,7.81,8.99,11.7,10.29,9.81,9.17
Seychelles,,26.12,33.61,28.81,34.87,35.36,25.23,22.83
Mongolia,,24.87,23.97,20.02,14.75,13.48,13.68,13.95
"Palestine, State of",,,,18.24,24.4,26.47,25.15,21.62
Israel,35.75,36.91,30.75,25.72,24.85,22.84,21.99,22.17
Bulgaria,,14.22,16.05,17.93,17.47,18.05,16.25,17.65
Mali,11.88,7.79,10.23,13.92,14.63,14.59,16.53,16.29
Iceland,14.66,16.82,18.26,20.23,22.21,24.53,24.19,25.59
Sudan,18.83,13.16,10.69,6.37,7.14,10.92,6.63,11.25
Albania,,9.08,9.54,16.53,10.49,10.83,11.12,11.31
Uruguay,14.34,13.27,14.0,11.98,12.02,11.69,13.29,
Haiti,,,,,7.39,7.36,7.51,7.32
"Congo, The Democratic Republic of the",,,,4.64,5.68,6.41,8.03,7.41
Brazil,10.72,9.76,11.09,18.03,19.58,18.99,19.2,19.33
kos,,,,,,10.71,12.89,12.5
Cuba,31.67,31.67,31.74,31.13,29.22,35.62,33.01,33.05
South Africa,10.58,12.86,16.07,17.55,16.97,16.66,18.81,19.56
China,11.51,12.93,13.7,13.86,15.37,14.77,15.69,16.44
Ghana,13.44,11.35,8.63,11.57,10.76,10.36,9.32,7.07
Finland,14.84,17.84,19.39,22.29,20.66,21.63,24.03,23.85
"Tanzania, United Republic of",,,,11.98,7.79,11.78,9.91,8.08
nld_curacao,,,,,,16.25,15.66,15.3
Bosnia and Herzegovina,,,,,23.81,21.99,22.59,19.7
Puerto Rico,16.0,17.07,14.63,14.01,12.76,11.62,10.04,7.67
Djibouti,,,,,,,20.23,18.61
Guyana,17.87,25.2,25.15,15.35,20.95,27.37,,
United States,17.49,16.23,16.06,15.67,14.34,15.48,15.16,14.12
India,8.76,9.58,10.95,10.97,11.5,10.47,10.61,10.84
