Country,1995-1997,1998-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010
Serbia,176.8,246.2,377.9,448.3,534.75,690.3,721.2
Grenada,134.17,210.6,316.45,253.75,304.7,299.95,290.85
Costa Rica,292.37,337.23,410.2,465.65,521.4,680.5,811.95
Austria,1733.67,2092.0,2264.5,2492.0,2737.0,3075.0,3365.5
"Tanzania, United Republic of",9.73,10.01,12.74,15.62,31.22,43.28,52.27
Viet Nam,17.72,22.1,25.98,29.41,41.64,68.05,78.95
Estonia,398.3,407.7,427.8,543.35,670.0,938.95,1006.9
Malawi,8.46,13.54,14.41,31.42,41.14,36.48,40.76
Cameroon,12.99,13.48,21.13,23.12,22.26,22.79,33.11
Dominica,228.43,255.07,265.05,273.05,302.15,349.25,447.45
Afghanistan,,,1.24,2.27,4.19,4.71,5.23
Sudan,7.61,10.14,13.33,18.26,25.62,44.35,43.03
Bahamas,501.1,616.97,687.85,785.25,904.1,994.5,941.75
Lesotho,30.13,31.82,43.3,44.98,46.96,83.07,116.55
Vanuatu,27.65,90.73,89.8,86.54,89.32,145.9,202.95
Kuwait,845.63,787.13,807.85,823.15,760.9,772.35,1169.1
Qatar,1089.97,974.17,1386.0,2522.0,1961.0,1404.5,1399.0
Albania,57.3,88.78,107.95,134.05,170.6,204.9,234.5
Malta,632.97,803.73,1003.25,1181.0,1388.0,1360.0,1434.0
Somalia,7.37,7.6,7.68,,,,
Ethiopia,5.08,8.51,13.27,14.01,16.19,20.72,24.82
Nauru,803.6,592.47,404.5,331.75,252.85,308.05,178.05
Slovakia,492.7,537.07,621.7,739.3,885.0,1171.5,1363.0
Paraguay,92.81,120.5,103.4,85.42,103.52,112.65,112.65
Eswatini,87.46,100.44,117.1,147.25,173.85,197.55,217.6
