Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021,2022-2022
India,2.75,2.55,2.4,2.3,2.2,2.2,2.2,2.2,2.3,2.4,2.6,2.8
Kuwait,7.7,7.85,7.95,8.15,8.4,8.7,9.1,9.5,9.9,10.45,11.1,11.7
Maldives,4.6,5.0,5.5,6.0,6.25,6.25,5.85,5.35,4.75,4.15,3.65,3.3
Botswana,9.8,9.9,10.0,10.15,10.2,10.35,10.45,10.5,10.35,10.05,10.0,10.1
Turks and Caicos Islands,9.9,10.7,11.5,12.45,13.35,14.35,15.3,16.15,16.85,17.3,17.55,17.6
Ukraine,26.0,28.2,29.55,29.7,28.55,26.15,22.85,19.85,16.45,14.3,13.4,13.6
Turkmenistan,6.35,6.65,6.85,6.85,6.55,5.95,5.2,4.55,3.95,3.65,3.5,3.6
"Korea, Democratic People's Republic of",1.0,1.05,1.1,1.2,1.3,1.45,1.65,1.75,2.05,2.25,2.55,2.8
Lebanon,8.55,9.25,9.6,9.4,8.8,8.55,8.5,8.35,8.2,8.1,8.15,8.3
Armenia,12.15,13.3,14.45,15.3,15.7,15.45,14.7,13.5,12.35,11.55,11.3,11.5
Senegal,3.2,3.5,3.0,2.2,1.65,1.5,1.55,1.65,1.85,2.2,2.8,3.4
Solomon Islands,2.6,2.65,2.75,2.85,3.05,3.3,3.6,4.0,4.4,4.8,5.2,5.5
North Macedonia,11.6,12.65,13.45,14.0,14.2,14.05,13.35,12.3,11.2,10.35,9.95,9.9
Serbia,15.35,16.7,17.6,18.0,17.65,16.75,15.15,13.35,11.55,10.4,9.9,9.9
Afghanistan,5.05,5.1,5.2,5.2,5.2,5.15,4.95,4.75,4.45,4.15,3.9,3.7
"Iran, Islamic Republic of",6.0,6.3,6.5,6.35,5.95,5.3,4.65,4.2,3.95,3.8,3.8,3.8
Mauritius,9.1,10.1,10.35,9.8,8.9,8.15,7.65,7.3,7.05,6.9,6.8,6.8
Vanuatu,4.45,4.5,4.6,4.6,4.7,4.8,4.85,4.9,5.0,5.0,5.1,5.1
Czechia,4.6,4.6,4.7,4.85,4.95,5.15,5.35,5.55,5.7,5.85,5.95,6.1
Mali,3.0,3.5,3.15,2.35,1.8,1.6,1.6,1.65,1.7,1.8,1.85,2.0
Sudan,3.65,3.75,3.55,3.15,2.8,2.55,2.4,2.3,2.35,2.45,2.55,2.7
Eritrea,1.65,1.85,1.9,1.9,1.9,1.9,1.95,2.15,2.35,2.55,2.85,3.0
