Country,1950-1968,1969-1987,1988-2006,2007-2025,2026-2044,2045-2063,2064-2082,2083-2100
Guam,25938.42,37681.68,45870.21,45061.05,42130.37,39147.16,33786.84,28498.67
Slovakia,1223340.53,1285639.42,1141576.95,854291.47,779895.21,677279.68,588967.32,530811.83
"Congo, The Democratic Republic of the",6543682.0,11289356.58,20590295.05,38235288.11,64807631.37,86652367.58,97653033.79,99653787.83
Germany,16194073.74,15337497.79,12647766.05,11228276.37,10992164.37,10053736.16,9460535.32,9041787.11
Seychelles,16473.42,24776.53,23052.79,23536.21,22808.21,21380.37,18859.21,16711.78
Indonesia,35403778.47,57373368.47,65552551.42,68934404.11,64840315.89,59882743.26,53408210.53,47346199.39
Yemen,2267562.58,4203212.63,8445420.05,12074996.42,14587077.53,15417053.84,14898077.84,13876629.28
Angola,2230223.16,3683683.74,7025323.68,13351195.21,20862300.63,26335047.47,28916958.74,29481326.56
China,256273411.32,349862753.84,313499719.16,250041062.26,167721413.16,139583520.95,103959645.42,86326590.89
Malta,112279.32,81046.89,79318.68,65448.16,65726.0,53486.16,49873.68,44915.28
Bulgaria,2011480.79,2000956.84,1433329.16,1002482.21,766490.0,629479.21,486315.95,382439.5
Brunei Darussalam,36818.58,70659.05,104890.95,101183.58,86851.47,76648.16,65481.68,57326.89
Poland,8976439.21,8728875.26,8106735.95,5893352.16,5128890.68,4260199.95,3527672.74,3044503.78
Tunisia,1809635.21,2687012.74,3043820.74,2842305.47,2668664.95,2506564.0,2184668.95,1993307.11
Hong Kong,1130925.32,1337017.47,1155120.42,886235.84,644100.11,554593.11,486752.58,494061.44
Rwanda,1362424.21,2387064.37,3640392.21,4835700.58,6105115.95,6798837.84,6891663.11,6616353.17
Central African Republic,660944.16,1016653.47,1584029.47,2410867.37,3619124.11,4311393.32,4351226.11,4104536.22
Norway,896167.21,907671.21,862954.16,918977.63,878141.79,914646.05,928695.21,951420.22
Japan,27768780.47,26181096.37,19492073.95,15715673.16,12455899.0,11082094.21,9661551.32,8730743.56
Portugal,2556355.58,2471159.89,1805370.37,1470715.42,1202887.05,1065884.84,940224.63,855225.5
Réunion,159430.58,208741.0,221558.47,228532.68,210690.47,200094.37,181504.74,163148.0
Kyrgyzstan,816134.89,1367423.95,1717531.16,1982881.05,2292325.89,2433383.74,2337853.68,2177798.39
Uruguay,689337.0,792114.0,795149.21,704740.32,538784.47,451714.89,371172.26,311270.44
