Country,1995-1996,1997-1998,1999-2000,2001-2002,2003-2004,2005-2005,2006-2006,2007-2007,2008-2008,2009-2009,2010-2010
Senegal,46.44,50.0,57.97,67.38,85.14,90.45,100.6,103.8,108.4,106.0,108.6
Turkmenistan,50.74,68.85,71.24,97.26,139.35,152.1,144.3,153.9,149.9,180.8,198.8
Antigua and Barbuda,502.05,535.55,575.0,587.55,665.4,734.3,815.2,896.0,886.9,872.5,990.6
Kenya,45.62,47.83,50.46,53.76,53.74,58.69,65.02,68.56,66.1,75.32,77.72
Mongolia,56.04,68.38,83.56,98.14,99.8,96.23,112.3,161.1,220.8,216.5,217.5
Cook Islands,260.45,218.55,219.4,310.85,314.0,366.5,340.3,360.2,367.2,382.2,416.1
France,2126.5,2266.0,2471.5,2820.5,3047.5,3296.0,3484.0,3671.0,3801.0,3969.0,4021.0
Togo,36.98,39.08,36.67,39.08,49.46,55.08,62.99,63.15,65.04,74.15,76.91
Armenia,88.78,98.09,117.05,139.3,181.0,199.1,199.7,217.1,229.8,244.9,238.5
Somalia,16.66,16.63,16.76,17.21,,,,,,,
Poland,443.35,528.15,578.3,687.15,777.75,856.6,934.3,1078.0,1265.0,1391.0,1476.0
Iraq,161.6,36.0,61.62,56.37,113.32,122.0,119.3,135.7,158.6,341.9,340.1
Philippines,73.76,76.85,75.37,72.39,89.68,106.6,112.3,119.4,123.0,132.8,142.4
Nigeria,52.38,62.34,64.66,58.56,113.3,115.5,106.7,120.1,121.9,135.9,121.4
"Iran, Islamic Republic of",213.15,263.5,297.3,367.8,409.4,523.2,550.4,600.4,667.6,727.5,836.3
Saint Vincent and the Grenadines,173.15,209.4,224.2,270.75,307.8,323.6,384.8,435.4,516.6,487.4,465.8
Barbados,644.35,667.15,742.45,877.75,1057.25,1060.0,1373.0,1434.0,1474.0,1179.0,1523.0
Slovenia,1013.1,1188.0,1376.5,1641.5,1812.0,1974.0,2104.0,2120.0,2443.0,2551.0,2552.0
Côte d'Ivoire,78.26,103.47,86.83,59.3,63.82,71.61,79.55,101.1,104.8,94.79,97.58
Albania,125.9,169.95,245.85,291.1,352.9,406.9,450.9,493.9,557.4,591.5,577.3
United States,3824.0,4145.5,4576.5,5252.5,6156.5,6700.0,7073.0,7437.0,7720.0,7960.0,8362.0
New Zealand,1251.0,1398.5,1561.0,1766.0,1904.0,2117.0,2379.0,2437.0,2692.0,2907.0,3020.0
Grenada,294.75,351.85,473.95,565.25,527.85,609.2,639.8,654.8,642.5,639.4,594.1
Qatar,1577.0,1930.5,1127.25,1918.0,3078.5,2574.0,2267.0,1962.0,1556.0,1965.0,1622.0
Eritrea,24.32,28.64,30.46,28.92,20.0,19.08,18.99,19.59,20.33,15.86,16.01
