Country,1996-1999,2000-2003,2004-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021
Seychelles,,38.63,25.63,22.39,,5.39,6.67,9.99
Rwanda,,11.44,13.91,14.9,15.87,16.5,16.42,16.6
France,15.08,11.81,11.73,10.52,10.39,10.26,10.11,9.35
Yemen,,14.86,10.38,10.77,11.28,11.8,11.76,
Malawi,19.68,12.39,13.15,12.69,14.78,15.53,14.84,14.87
Liberia,,,,,9.53,9.5,9.08,13.26
Japan,11.59,16.95,14.0,12.0,10.95,8.85,11.48,15.37
Peru,13.78,13.04,12.01,8.2,3.9,2.31,1.51,1.51
Iceland,25.08,29.1,31.58,24.46,16.63,15.88,17.17,18.6
Central African Republic,19.3,19.23,19.21,19.16,19.18,19.74,19.76,
Sudan,8.5,29.63,25.65,26.55,26.16,27.01,26.97,27.5
Burkina Faso,,11.78,11.82,11.98,11.97,12.41,13.27,13.26
"Korea, Republic of",27.64,30.12,28.02,27.88,28.96,31.56,33.19,33.24
Dominican Republic,11.42,12.25,10.42,10.27,9.95,10.58,10.58,10.58
Antigua and Barbuda,23.17,11.84,11.99,11.98,14.81,12.9,12.88,12.88
