Country,2005-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Sudan,3.0,3.0,3.0,3.0,2.5,2.17
Côte d'Ivoire,4.0,3.67,3.5,3.5,3.5,3.5
Rwanda,3.5,3.5,3.5,4.0,4.0,4.17
Uzbekistan,3.12,3.5,3.5,4.0,4.33,4.5
Dominica,3.75,4.0,4.0,4.0,3.67,3.5
Guyana,3.5,3.5,3.5,3.5,3.5,3.5
Timor-Leste,3.0,3.0,3.0,3.0,3.0,2.5
Samoa,4.0,4.5,4.5,4.5,4.5,4.5
Malawi,4.0,4.0,4.0,4.0,3.83,3.5
Honduras,4.0,4.0,3.67,3.5,3.5,3.5
"Tanzania, United Republic of",3.75,4.0,4.0,4.0,3.17,3.0
Mozambique,3.75,4.0,4.0,4.0,4.0,4.0
Djibouti,3.5,3.5,3.5,3.5,3.5,3.0
kos,,3.5,4.0,3.5,3.5,3.67
Kyrgyzstan,3.38,3.5,3.5,3.5,3.5,3.5
Lao People's Democratic Republic,2.62,3.33,3.5,3.5,3.17,3.0
Fiji,,,,,3.5,3.5
Zimbabwe,3.5,3.5,3.67,4.0,4.0,4.0
Nicaragua,4.0,4.0,4.0,4.0,3.67,3.5
Chad,2.5,2.5,2.5,3.0,2.5,2.5
Central African Republic,2.5,2.67,2.67,2.5,2.5,2.5
Haiti,2.5,2.5,2.5,2.5,2.5,2.5
Albania,3.75,,,,,
Lesotho,4.0,4.0,4.0,4.0,4.0,3.83
Togo,2.5,3.0,3.0,3.0,3.33,3.67
Indonesia,3.5,,,,,
Myanmar,,,3.0,3.5,3.5,2.67
Ghana,4.5,4.17,3.83,3.83,3.5,3.5
