Country,1950-1963,1964-1977,1978-1991,1992-2005,2006-2019,2020-2033,2034-2047,2048-2061,2062-2074,2075-2087,2088-2100
Turks and Caicos Islands,853.36,946.36,1486.5,3555.36,9646.29,15309.64,14859.79,13136.21,13477.15,13887.46,13659.38
Paraguay,217037.93,320648.07,461963.64,715908.64,1065724.71,1494885.0,2006690.71,2148080.79,2276805.62,2245335.38,2140639.69
"Virgin Islands, U.S.",5299.93,10701.86,19865.64,29199.21,29792.93,24497.21,17695.21,15735.14,15187.62,11576.15,9376.15
Ghana,718278.93,1110751.5,1630153.79,2324747.29,3904340.71,6457846.64,9054672.71,11968094.71,14728737.38,16454498.08,17978921.31
Northern Mariana Islands,1081.14,1503.64,4125.0,11675.21,17771.29,12455.5,10511.93,12831.5,11960.23,11115.46,10209.77
United Kingdom,13855722.0,13539904.07,12993027.79,14890932.36,17104786.57,17391880.79,18005054.5,18072464.14,17465101.62,16401226.77,16431156.23
Israel,368651.43,555952.36,711626.79,1202952.79,1600629.43,2069898.57,2436893.21,2985087.79,3556884.38,3844969.23,4186448.54
American Samoa,2338.0,3547.14,5384.0,8949.79,11532.29,9644.79,8156.79,7047.07,7518.0,5169.08,3159.23
Honduras,253189.86,336231.07,477833.64,780869.86,1325797.43,2270141.71,3312693.57,3901860.29,3994638.54,3993117.77,3815563.85
Cook Islands,2094.36,2404.43,2592.71,2923.29,4215.71,4077.43,3739.79,4153.36,4596.38,4395.92,4082.85
Bhutan,28311.21,45897.79,77165.79,89311.43,122617.86,198902.64,283842.0,268247.93,214289.54,184717.15,164177.54
Gabon,106918.43,114899.86,129873.0,168051.29,277810.57,487729.93,673428.07,851616.21,1081981.08,1204384.92,1315594.46
Tunisia,601231.93,711905.5,1011669.43,1620593.71,2600803.5,3328382.57,3504567.29,3466178.93,3727829.15,3302078.77,3239671.15
Malaysia,1020718.86,1397212.0,2079108.79,3902859.21,6262323.5,9001103.93,11416838.64,11108047.0,10714162.62,10195726.69,9585933.15
Egypt,3961586.43,5549697.43,6874952.86,10381233.5,16511744.5,24719899.14,32155624.71,38949855.64,46186850.08,48801456.31,51286797.54
"Venezuela, Bolivarian Republic of",920640.36,1499475.0,2343865.07,3953207.71,6039976.21,6927690.5,7898074.21,9799492.29,9544619.92,9300257.38,8864992.92
Portugal,1840045.86,2006787.36,2275240.36,2546740.57,2970836.71,2887884.93,2379463.14,2166446.0,1874633.38,1720132.15,1603173.69
Greenland,3991.43,6250.93,9958.71,13678.71,17057.79,14151.5,15047.0,13020.0,12790.08,11335.15,10163.69
Ethiopia,2784469.86,3896555.57,5261678.0,7703178.36,11938521.0,19765494.86,33620713.79,48980179.21,62799795.23,73271410.08,79357809.23
gbg,12476.79,12300.07,12818.43,15744.93,17842.43,17503.43,17819.14,17057.57,14713.85,14025.92,13104.0
Tokelau,245.5,260.93,266.07,280.79,321.43,414.86,479.21,638.71,669.23,693.69,694.38
Samoa,11088.64,16247.43,20696.57,24138.93,33664.0,40363.57,47090.79,63712.07,82902.38,92998.38,102728.77
Guinea-Bissau,91956.07,104626.86,104872.43,138082.29,203999.93,355532.5,544341.21,788956.93,989342.54,1118771.38,1206954.15
