Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2019
Cabo Verde,29.62,27.88,25.58,22.96,20.64,18.14,16.53,15.27,14.07,11.21
Morocco,46.98,46.6,45.95,44.93,45.1,42.73,40.56,38.39,35.89,33.71
Western Sahara,33.62,33.4,32.87,32.08,30.88,29.14,27.33,25.32,23.26,21.45
Honduras,38.07,37.69,35.6,37.24,35.13,34.63,35.75,33.37,29.35,30.07
"Iran, Islamic Republic of",24.74,23.93,24.08,24.46,24.64,22.4,19.63,18.21,17.87,17.53
"Congo, The Democratic Republic of the",72.09,72.61,72.99,73.35,72.33,70.94,69.53,67.58,65.78,64.56
Malta,2.46,2.31,2.16,2.24,2.27,1.88,1.32,1.2,1.21,1.0
Vanuatu,69.84,69.89,69.38,69.13,68.53,65.8,62.82,63.03,59.53,57.21
Uzbekistan,40.64,41.34,40.73,38.12,34.91,30.9,27.33,27.11,27.4,26.2
Panama,25.11,20.29,17.94,17.45,16.37,16.19,17.34,16.26,14.84,14.27
"Moldova, Republic of",42.77,44.83,45.41,50.53,41.38,32.47,27.74,28.58,33.4,22.8
Liberia,55.5,56.89,54.22,51.4,51.31,49.17,47.24,44.79,43.62,42.7
Germany,3.41,3.12,2.86,2.58,2.38,2.1,1.66,1.48,1.33,1.23
Slovenia,10.75,10.75,11.69,9.73,9.11,9.36,8.85,8.84,5.89,4.88
Cambodia,77.86,78.32,76.47,69.89,63.96,58.77,57.3,49.57,39.41,35.48
French Polynesia,15.42,14.6,12.48,10.12,9.3,9.19,8.72,8.18,7.5,6.94
