Country,1973-1977,1978-1982,1983-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007
New Zealand,8.02,4.12,10.26,5.79,4.35,9.55,14.68,23.46
Sweden,1.41,1.03,2.03,8.16,10.02,17.59,23.95,28.68
United States,2.45,1.55,4.34,11.91,13.59,12.0,17.6,23.97
Canada,3.46,3.01,1.56,2.62,6.55,18.45,20.52,29.18
Germany,2.67,3.32,4.26,3.6,4.09,3.9,8.22,12.08
Greece,,,,,,37.4,59.44,31.7
United Kingdom,3.21,3.97,3.11,4.57,10.76,8.33,19.91,34.28
Austria,0.89,0.05,0.23,0.23,1.91,7.98,21.54,17.91
Finland,6.08,0.74,1.03,2.29,2.31,12.88,22.53,24.62
Spain,,,,6.03,2.91,9.55,10.18,14.02
Norway,0.96,0.51,0.82,1.76,5.33,15.92,26.97,27.63
Netherlands,2.38,1.25,1.96,2.71,5.07,7.05,16.92,15.39
Belgium,4.91,0.82,2.79,6.21,3.93,9.18,16.46,16.32
France,3.83,2.22,7.33,4.89,4.06,2.08,2.42,2.82
Ireland,,,4.01,11.2,5.18,10.8,20.92,22.65
Portugal,,,,,9.96,6.88,32.5,23.93
