Country,1960-1972,1973-1985,1986-1998,1999-2011,2012-2023
Malta,116956788.12,949238070.44,1526759492.74,1840601683.67,872243706.76
Austria,1543929826.18,10501199423.4,20149979779.69,16527670590.62,26506985577.12
Bosnia and Herzegovina,,,127468231.76,2825635533.25,6733353881.57
Namibia,,,187381650.44,790534692.92,2106831442.25
Latvia,,,703459497.79,3594347169.67,4938950068.68
"Congo, The Democratic Republic of the",90096890.87,247092246.2,211400158.37,369385102.78,1356191026.1
Tajikistan,,,47373740.68,187970320.44,1415415949.48
Angola,,,344745918.9,8123498193.17,20183766056.2
Qatar,17664622.56,440417540.97,931934478.41,8324478407.72,37902097705.23
Congo,5933384.94,32415085.49,27119412.67,1775677009.05,1997378418.3
Sierra Leone,29646422.04,28050630.38,21404232.74,189279065.29,586820200.12
"Micronesia, Federated States of",,,86625718.15,72113067.53,232111617.68
Thailand,784770733.93,2485827018.34,20628813950.22,79561689935.68,200978445981.76
Mexico,653650573.22,3354762338.54,16146225668.56,76056787003.42,187978995937.39
Lithuania,,,760524850.14,4531061411.62,5574498437.08
Fiji,29989073.75,130440351.97,282308737.49,467844201.09,1118064932.02
Georgia,,,181118737.44,973108986.03,3464956143.09
Equatorial Guinea,,2230036.87,3497738.56,1805146465.44,1364520788.0
Yemen,,,646212392.55,5403416288.85,2512602812.42
