Country,1972-1977,1978-1984,1985-1990,1991-1996,1997-2002,2003-2007,2008-2012,2013-2017,2018-2022
Cambodia,6.33,7.0,7.0,5.5,5.92,5.5,5.5,5.5,5.9
Congo,5.92,6.67,6.42,3.83,5.33,5.0,5.5,5.7,6.2
Jordan,6.0,5.83,5.08,3.83,4.5,4.6,5.4,5.3,5.3
Andorra,3.9,,,1.12,1.0,1.0,1.0,1.0,1.0
Thailand,4.75,3.75,2.92,3.83,2.58,3.7,4.3,5.2,5.7
"Moldova, Republic of",,,,4.33,3.17,3.5,3.3,3.0,3.2
"Micronesia, Federated States of",,,,1.0,1.5,1.0,1.0,1.0,1.0
Honduras,4.58,3.42,2.5,2.83,2.83,3.0,3.8,4.0,4.1
Belgium,1.0,1.0,1.0,1.08,1.42,1.0,1.0,1.0,1.0
Viet Nam,6.4,6.75,6.83,7.0,6.75,6.2,6.0,6.0,6.3
Myanmar,6.08,6.67,6.92,7.0,7.0,7.0,6.6,5.4,5.8
Switzerland,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Iran, Islamic Republic of",5.67,5.42,5.5,6.25,6.08,6.0,6.0,6.0,6.2
Saint Vincent and the Grenadines,,2.0,1.67,1.42,1.5,1.5,1.2,1.0,1.0
Tajikistan,,,,6.5,5.92,5.5,5.6,6.3,6.6
Costa Rica,1.0,1.0,1.0,1.33,1.5,1.1,1.0,1.0,1.0
Nicaragua,4.5,5.17,4.67,3.75,2.92,3.0,4.1,3.9,5.8
Timor-Leste,,,,,4.12,3.2,3.5,3.0,2.5
Lithuania,,,,2.0,1.5,1.3,1.0,1.0,1.3
