Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Nigeria,0.71,0.78,0.84,1.03,3.88,13.61,22.0,111.44,126.96,152.03,243.08,427.51
Norway,7.26,7.13,5.65,5.79,7.48,6.59,6.89,8.13,6.22,5.93,7.83,9.4
"Micronesia, Federated States of",,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tajikistan,,,,,,0.0,0.34,2.3,3.25,4.53,7.33,10.61
Antigua and Barbuda,1.71,1.91,2.24,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Turks and Caicos Islands,,,,,,,,1.0,1.0,1.0,1.0,1.0
Somalia,7.14,7.09,7.66,29.23,149.64,2918.31,6374.35,14570.09,14608.2,26919.04,22519.97,26179.46
Madagascar,49.37,51.84,47.15,56.72,175.67,348.43,877.06,1306.53,1919.29,2094.63,2995.14,3952.35
New Caledonia,89.76,94.23,85.73,98.85,133.16,103.36,99.62,121.22,91.02,88.81,102.37,107.2
Finland,0.54,0.66,0.65,0.74,0.87,0.75,0.83,1.02,0.76,0.74,0.86,0.9
Singapore,3.06,3.06,2.6,2.21,2.15,1.79,1.5,1.75,1.57,1.32,1.35,1.36
Côte d'Ivoire,245.1,258.49,235.76,271.84,366.18,284.25,547.91,666.38,500.33,488.16,562.74,589.27
Faroe Islands,6.91,7.3,6.15,6.84,8.52,6.48,6.21,7.57,5.7,5.55,6.4,6.64
Serbia,,,,,,0.4,5.29,52.74,61.28,78.36,103.29,105.57
Malaysia,3.06,3.06,2.51,2.27,2.51,2.66,2.88,3.8,3.61,3.21,3.93,4.29
Nicaragua,0.0,0.0,0.0,0.0,0.0,3.01,8.55,13.44,17.61,22.48,28.69,34.99
El Salvador,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Korea, Republic of",154.69,294.06,441.28,627.22,822.3,739.18,946.38,1210.69,1031.11,1152.68,1115.14,1217.34
Israel,0.0,0.0,0.0,0.02,1.23,2.3,3.29,4.34,4.22,3.74,3.7,3.45
Libya,0.36,0.36,0.3,0.3,0.3,0.29,0.43,0.83,1.28,1.26,1.36,3.39
Croatia,,,,,,0.13,0.77,1.02,0.76,0.74,0.86,0.9
