Country,1991-1992,1993-1994,1995-1996,1997-1998,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012
Colombia,-0.97,0.98,1.93,2.03,-1.36,0.4,4.76,7.75,17.12,24.27,25.62
"Iran, Islamic Republic of",9.93,11.86,17.63,29.81,26.64,27.85,36.31,42.9,39.6,24.14,28.89
Burkina Faso,-1.85,4.73,15.22,23.18,29.73,34.97,44.5,56.47,77.36,75.45,74.45
Costa Rica,8.23,11.51,8.21,18.58,-2.69,-23.9,-22.64,-23.88,-23.12,-19.41,-16.19
Solomon Islands,-36.66,-39.99,-35.27,-35.75,-36.46,-31.36,-28.53,-29.47,-30.21,-29.56,-27.95
Greenland,2.19,5.14,8.08,11.04,13.96,16.76,19.67,22.58,25.5,28.4,31.06
Mauritania,2.17,2.2,4.75,18.12,31.56,41.86,44.66,48.67,53.17,55.88,56.71
"Virgin Islands, British",3.29,3.84,6.44,13.04,16.85,13.99,17.91,19.19,24.29,29.13,32.28
"Micronesia, Federated States of",4.69,9.44,65.79,66.41,67.45,67.93,68.38,68.19,68.46,67.67,70.84
Sri Lanka,2.08,11.37,12.53,8.61,16.72,16.95,16.0,18.26,20.48,17.43,22.97
Bahrain,2.5,6.51,9.9,20.67,23.78,34.44,47.32,60.83,66.92,72.53,79.96
Chile,3.12,11.68,21.92,27.29,38.63,41.55,50.3,57.26,77.44,63.46,68.23
Bermuda,-11.09,-15.99,-15.81,-6.9,3.73,-1.82,4.3,16.27,25.2,39.83,46.18
Tonga,5.19,9.83,5.76,5.09,11.58,14.8,15.42,14.55,14.11,12.44,14.27
Guinea-Bissau,-10.59,-7.78,0.88,8.31,16.23,31.94,23.6,44.31,63.18,65.33,86.85
Timor-Leste,14.29,37.89,53.03,59.47,44.01,73.78,81.89,87.63,90.72,96.55,101.22
Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,125.2,63.3,-9.95,249.58,-21.06,-15.56,-20.72,-29.88,-36.67,-36.48,-36.34
Hungary,-34.39,-37.67,-36.14,-31.23,-28.98,-36.85,-37.66,-37.92,-51.69,-59.91,-60.07
