Country,1967-1975,1976-1983,1984-1991,1992-1999,2000-2007
Japan,54.68,49.06,48.77,48.79,44.48
France,19.29,15.26,22.28,13.81,12.54
Ireland,,,2.83,11.3,2.8
Greece,,,,8.82,6.13
United Kingdom,20.95,19.66,34.97,23.12,13.78
Norway,15.5,32.17,28.56,22.02,14.13
Denmark,13.39,8.98,23.88,19.73,22.72
Austria,22.13,34.86,44.86,19.75,7.19
Italy,38.41,13.83,29.56,28.2,15.53
Portugal,,,,18.22,10.27
New Zealand,34.3,32.5,19.5,8.79,6.39
Germany,31.18,33.26,38.04,28.85,21.97
Australia,31.08,24.94,14.07,20.18,7.57
Belgium,14.47,9.61,14.99,8.29,11.23
Switzerland,9.54,7.44,17.46,10.39,13.76
Finland,12.77,26.0,26.66,11.9,7.54
Sweden,18.02,7.5,26.82,18.98,14.01
Netherlands,31.67,19.8,21.18,13.02,16.13
Canada,45.78,30.86,30.07,21.23,7.32
Luxembourg,,,,6.8,6.25
United States,18.5,13.83,11.11,18.77,14.35
Spain,,,69.76,26.63,18.44
