Country,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017
Solomon Islands,19.13,25.87,29.83,,,,,
South Africa,63.01,66.53,69.11,,,,89.87,78.52
Senegal,,12.6,17.61,,,,,39.42
Togo,13.81,,,,,,,33.45
Serbia,,,,91.09,92.31,94.28,93.9,93.41
Seychelles,70.77,76.61,83.8,80.71,77.02,76.18,77.91,84.62
Kyrgyzstan,,82.64,80.78,,,,80.47,82.53
Pakistan,,,27.26,28.34,28.59,29.59,30.44,31.77
Peru,61.78,65.72,70.5,78.09,79.84,77.89,80.02,83.66
"Virgin Islands, British",81.72,,,,83.07,83.4,84.05,77.73
Kazakhstan,91.22,,94.74,,93.06,,,
Bahamas,70.35,79.85,84.25,84.1,79.24,74.83,67.03,67.24
Egypt,,,,,,,77.41,81.39
Luxembourg,85.59,82.49,85.67,86.34,88.37,87.39,86.61,85.78
Tunisia,,,,,,,,
Guyana,71.49,,,76.32,88.6,84.39,,
"Tanzania, United Republic of",,,,,,,,24.59
"Moldova, Republic of",79.29,81.71,82.71,82.85,78.85,78.02,76.9,77.17
Dominican Republic,44.45,55.59,63.61,67.56,67.97,69.19,71.85,73.71
Bangladesh,47.18,49.39,45.98,48.25,50.62,54.83,63.12,68.9
Sweden,97.01,98.8,99.39,96.13,92.36,93.41,97.99,
