Country,1971-1976,1977-1982,1983-1988,1989-1994,1995-2000,2001-2006,2007-2012,2013-2017,2018-2022
Türkiye,107.03,106.03,111.11,107.9,103.72,107.67,104.53,107.07,102.92
Belarus,,,,94.79,106.96,109.08,98.42,96.96,96.26
Macao,60.92,,,101.09,104.35,105.81,102.85,100.34,91.61
nld_curacao,,,,,,,,178.87,115.13
Saint Kitts and Nevis,107.68,109.49,120.31,112.38,107.09,108.91,115.44,116.61,123.91
Liechtenstein,,,,,,106.39,106.07,105.84,104.31
"Moldova, Republic of",,,,,101.79,99.11,94.36,103.4,106.71
Dominica,114.28,108.28,115.79,118.41,123.57,109.95,108.11,107.58,93.9
Rwanda,61.93,68.43,72.05,74.45,85.7,124.02,144.43,132.61,132.47
Congo,121.37,125.61,134.78,126.23,96.96,105.42,108.64,104.63,88.97
Côte d'Ivoire,73.99,89.55,82.02,77.27,80.67,77.74,78.43,90.59,96.16
Bangladesh,89.99,83.03,79.36,83.83,,98.06,95.25,106.43,112.5
Jordan,106.49,110.42,102.69,100.26,94.87,91.41,85.61,89.22,
"Virgin Islands, U.S.",,,,126.37,,,,,
Tunisia,117.02,113.78,115.17,114.58,113.77,110.1,105.5,106.32,106.03
