Country,1981-1999,2000-2003,2004-2007,2008-2011,2012-2014,2015-2017
Trinidad and Tobago,16.21,16.22,9.74,,,
Namibia,,13.39,17.28,16.37,15.9,16.67
Azerbaijan,14.71,,7.45,7.17,7.98,9.93
New Caledonia,8.29,,,,,
Morocco,21.41,17.62,19.37,21.25,,28.09
Romania,13.55,19.47,25.88,32.21,22.6,19.78
Armenia,,6.05,7.27,8.95,7.31,6.95
Samoa,9.58,7.83,,,,
Uzbekistan,16.97,19.35,14.28,12.41,11.36,11.04
Austria,10.7,,10.95,9.39,7.55,7.18
Switzerland,16.23,12.99,6.59,6.34,7.35,8.72
Syrian Arab Republic,,,,45.0,53.43,64.41
Madagascar,41.71,19.69,23.48,17.25,21.97,22.23
Bahrain,10.82,22.26,,,19.77,17.94
France,19.67,16.16,15.91,,20.58,
Brunei Darussalam,4.94,8.82,8.4,8.9,13.35,11.74
El Salvador,17.2,15.29,15.12,16.53,18.38,17.97
Libya,26.26,23.68,,,,
Jordan,21.67,27.1,26.27,25.47,,16.93
