Country,1971-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2014
South Africa,6.86,7.55,6.87,5.18,7.04,8.03,8.18,9.07,8.52
Cameroon,3.71,5.85,7.5,11.89,16.27,20.42,21.86,10.06,11.05
Benin,23.15,25.0,45.9,,73.08,71.17,,66.59,
Spain,11.2,9.59,9.07,9.19,9.5,8.83,8.43,8.56,9.19
Bahrain,0.0,0.0,0.9,2.55,1.56,2.72,2.8,5.65,5.32
Congo,5.49,11.61,29.65,16.78,25.63,53.15,88.02,73.32,46.37
United States,8.56,8.82,7.61,7.19,7.14,6.04,5.79,6.06,6.04
Japan,5.81,4.72,4.16,4.25,4.65,4.45,4.41,4.32,4.31
Kuwait,8.0,8.0,8.0,7.21,7.38,11.0,11.07,12.15,12.58
Belarus,,,,10.92,12.06,14.6,12.56,11.33,10.36
Indonesia,7.54,7.16,10.85,16.18,11.26,11.95,13.68,10.18,9.25
Sri Lanka,16.03,15.16,16.47,15.95,17.67,18.95,17.76,15.03,10.9
"Korea, Republic of",7.33,8.45,6.26,4.28,3.94,4.9,3.67,3.64,3.34
Mauritius,16.09,17.09,19.23,15.26,9.0,9.02,8.98,8.09,6.63
Costa Rica,0.0,0.0,0.0,3.3,7.25,7.58,9.12,10.19,10.71
Turkmenistan,,,,8.49,9.73,12.34,13.84,13.24,12.61
Eritrea,,,,,14.34,15.65,16.43,13.75,14.35
Portugal,11.81,11.43,12.34,11.97,11.04,8.95,8.59,7.84,9.76
Bosnia and Herzegovina,,,,10.39,18.0,18.19,16.87,14.02,9.31
Nepal,25.01,26.8,21.33,21.12,20.48,21.82,23.12,32.11,31.72
Australia,10.16,10.1,8.62,7.23,6.12,6.48,7.12,6.25,5.61
Yemen,0.0,0.0,7.38,11.03,19.39,25.24,24.26,24.44,27.52
Niger,,,,,,18.93,24.44,40.72,38.84
Malaysia,9.32,10.34,11.1,11.32,10.42,8.5,8.0,7.17,6.3
