Country,2000-2003,2004-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
New Zealand,10.65,9.05,7.97,7.53,7.4,7.23,6.63
Bahrain,32.75,34.0,28.67,20.33,15.0,12.67,15.0
French Polynesia,26.75,27.25,19.67,22.33,20.67,20.0,19.33
Burundi,260.0,189.0,152.0,133.0,122.0,110.67,100.0
Mauritius,14.5,12.5,11.67,12.33,12.67,12.33,12.0
Nigeria,219.0,219.0,219.0,219.0,219.0,219.0,219.0
Latvia,91.5,71.25,52.33,50.33,39.67,28.0,18.33
Morocco,111.5,97.25,99.33,99.33,102.0,98.67,94.33
Cameroon,317.0,306.0,271.0,242.67,211.67,186.33,164.0
Malaysia,72.0,69.0,73.0,85.67,92.33,92.67,100.33
"Iran, Islamic Republic of",21.5,17.0,17.0,18.0,15.67,13.67,11.67
Nicaragua,55.5,48.0,51.67,57.33,50.0,42.67,42.33
Czechia,14.25,10.7,7.57,5.87,5.47,5.03,4.0
Nepal,399.25,355.0,320.0,293.0,268.0,245.33,227.0
Seychelles,27.5,22.25,15.9,26.33,12.77,16.67,12.93
Cyprus,3.78,3.88,5.53,5.13,5.13,5.3,5.3
Uzbekistan,109.0,116.25,101.0,89.33,79.0,70.0,73.67
Greece,6.12,6.9,5.43,5.1,4.73,4.6,2.83
Guinea-Bissau,323.5,359.0,361.0,361.0,361.0,361.0,361.0
Jamaica,5.52,4.6,5.57,4.27,4.2,3.97,3.17
"Tanzania, United Republic of",507.0,504.0,450.67,371.67,306.67,253.0,208.33
Lesotho,960.0,1202.5,1216.67,1036.0,784.67,664.67,630.33
United Kingdom,12.25,14.5,14.67,14.33,10.63,8.37,7.53
Rwanda,92.0,103.25,93.0,72.67,62.67,58.0,56.33
