Country,1990-1993,1994-1997,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Canada,22.6,23.55,23.49,23.18,23.07,23.22,23.57,23.94,24.26,24.82
"Moldova, Republic of",27.38,29.21,30.81,31.35,31.44,31.5,32.12,33.35,34.84,36.06
Bahamas,43.49,43.63,43.89,44.26,45.02,46.38,47.35,48.13,48.43,48.32
Mali,58.72,60.27,61.21,61.76,61.93,61.79,62.11,63.03,63.66,64.21
Mauritania,45.19,46.47,46.73,46.87,47.24,48.05,48.71,49.24,49.53,49.43
Fiji,36.79,40.74,42.66,44.17,44.69,45.1,45.57,45.87,46.31,46.38
"Bolivia, Plurinational State of",35.71,35.17,34.62,33.69,32.66,31.64,31.05,30.96,30.93,30.57
Panama,23.56,24.44,25.28,26.13,26.81,27.27,27.53,27.62,27.72,27.38
Senegal,44.34,46.24,47.36,48.08,48.84,51.17,54.22,56.48,58.04,58.83
Pakistan,16.52,17.93,21.34,15.28,7.26,10.73,14.82,17.48,18.77,18.68
Slovakia,20.72,19.28,18.43,17.33,16.54,15.73,14.81,13.65,12.59,12.65
Zimbabwe,53.78,55.16,56.23,57.11,57.64,58.2,59.24,59.75,60.22,60.69
Bhutan,27.28,35.59,39.99,40.2,40.45,41.52,42.72,43.86,44.36,44.69
Gabon,70.32,71.43,71.82,71.87,71.05,69.82,68.97,69.22,69.87,70.85
Chile,13.91,14.45,14.85,15.07,15.24,15.54,15.82,15.96,16.15,16.25
Bangladesh,23.6,23.63,22.82,22.21,25.14,29.19,31.54,31.88,32.46,33.2
Mozambique,57.74,59.23,60.05,60.39,60.51,60.7,61.08,61.83,62.84,63.97
Equatorial Guinea,55.83,56.96,56.56,55.82,55.05,54.47,54.2,55.11,57.12,59.47
Djibouti,35.28,40.1,42.8,44.36,45.53,46.94,48.09,49.12,50.35,51.59
