Country,1980-1985,1986-1991,1992-1997,1998-2003,2004-2009,2010-2014
Bulgaria,12.63,13.17,14.0,12.44,8.74,7.53
Belize,2.42,2.1,4.78,,,
scg,,,14.13,13.51,,
Estonia,30.64,24.1,34.31,25.4,16.76,13.68
Ukraine,21.38,17.73,23.72,23.86,20.04,
Finland,22.56,25.76,24.18,19.9,16.96,14.36
New Zealand,10.78,13.27,13.82,12.87,11.68,11.47
Saint Lucia,8.07,8.89,,,,
ussr,26.88,19.41,,,,
Denmark,25.63,21.51,15.15,10.8,8.97,8.5
Martinique,4.58,,,,,7.96
"Korea, Republic of",9.88,7.85,10.58,16.29,22.92,23.62
deu_east,,19.78,,,,
Bahamas,1.55,1.32,1.56,,,
Colombia,4.11,3.61,3.56,,,
United States,11.41,11.48,10.95,9.88,10.09,
Italy,6.28,6.15,6.27,5.45,4.82,5.06
Iceland,12.9,13.81,10.67,11.68,10.82,11.54
Sweden,16.48,15.51,12.48,10.95,10.8,10.13
