Country,1996-2000,2002-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Sierra Leone,-1.91,-0.76,-0.39,-0.15,-0.26,-0.22,-0.14,-0.14,-0.06,-0.18,-0.09
Central African Republic,-1.16,-1.57,-1.64,-1.85,-1.96,-1.82,-2.43,-1.84,-2.08,-2.19,-2.14
Puerto Rico,0.27,0.39,0.41,0.34,0.26,0.59,0.53,0.76,0.38,0.29,0.52
Aruba,,0.99,1.34,1.3,1.11,1.27,1.24,1.24,1.33,1.35,1.45
Nicaragua,-0.36,-0.27,-0.3,-0.17,-0.4,-0.31,-0.14,-0.09,-0.5,-0.79,-0.41
Azerbaijan,-0.79,-1.06,-1.11,-0.48,-0.26,-0.62,-0.49,-0.77,-0.73,-0.77,-0.88
Spain,0.26,0.1,0.02,-0.33,-0.4,-0.0,0.13,0.32,0.27,0.35,0.39
Kenya,-0.88,-1.18,-1.19,-1.35,-1.3,-1.28,-1.22,-1.3,-1.15,-1.06,-0.99
Iceland,1.43,1.53,1.45,1.35,1.11,1.24,1.27,1.32,1.37,1.5,1.32
Botswana,1.02,0.96,1.04,1.04,0.97,1.08,1.06,1.01,0.98,1.05,1.06
North Macedonia,-0.6,-0.96,-0.95,-0.36,-0.41,-0.56,-0.08,-0.32,-0.24,0.06,0.09
Uruguay,0.77,0.71,0.84,0.84,0.81,0.83,0.9,1.02,1.03,1.04,1.07
Tonga,,0.72,0.57,0.28,0.45,0.92,0.89,0.88,0.8,1.06,1.1
Germany,1.31,0.77,0.96,0.97,0.83,0.81,0.93,0.68,0.58,0.6,0.67
Saint Vincent and the Grenadines,1.12,0.72,1.1,0.79,0.76,0.89,0.83,0.99,0.85,0.99,1.04
Saint Kitts and Nevis,,1.27,1.25,0.86,1.06,0.97,0.77,0.59,0.65,0.82,0.95
