Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2017,2018-2018,2019-2019
Mauritania,85.8,81.4,68.15,59.3,59.85,67.0,67.0,67.0,67.0
Slovenia,39.2,36.65,34.7,32.9,31.2,31.0,31.0,31.0,31.0
Guinea-Bissau,50.05,45.9,45.9,45.9,45.5,45.5,45.5,45.5,45.5
Albania,57.75,48.15,42.3,38.75,31.65,36.9,37.3,37.3,36.6
Belarus,137.2,119.1,90.35,58.65,50.4,52.3,52.9,53.3,53.3
Senegal,47.9,45.5,45.5,45.5,45.2,46.2,45.1,45.1,44.8
Tunisia,61.2,60.15,62.8,62.8,62.8,60.2,64.1,60.2,60.7
United Arab Emirates,14.4,14.4,14.1,14.5,14.8,15.9,15.9,15.9,15.9
Poland,43.2,44.25,41.4,40.2,40.1,40.35,40.5,40.7,40.8
Belgium,60.0,56.9,56.25,57.95,58.2,58.55,57.1,57.7,55.4
Zimbabwe,30.15,57.8,37.15,33.45,32.75,31.6,31.6,31.6,31.6
India,,,,,55.6,55.85,56.2,52.1,49.7
Uzbekistan,104.4,90.05,95.4,98.2,67.9,39.6,38.3,32.1,31.6
Mali,51.4,51.4,51.4,51.1,48.3,48.3,48.3,48.3,54.5
Panama,44.0,44.25,43.8,42.05,37.1,37.2,37.2,37.2,37.2
"Iran, Islamic Republic of",44.2,44.2,44.15,44.1,44.1,44.4,44.7,44.7,44.7
Myanmar,,,,39.5,34.7,32.5,31.2,31.2,31.2
"Tanzania, United Republic of",43.8,44.15,44.4,44.9,44.3,43.9,44.1,44.0,43.8
Lao People's Democratic Republic,35.2,34.35,31.4,31.4,26.05,25.75,26.2,24.1,24.1
Yemen,123.05,49.35,49.3,34.05,26.6,26.6,26.6,26.6,26.6
Thailand,36.15,36.25,35.8,36.0,27.35,28.2,28.7,29.5,29.5
Netherlands,46.15,40.0,38.95,39.4,39.25,40.7,40.7,40.8,41.2
United States,,,,,43.8,43.95,43.8,43.8,36.6
South Africa,36.85,34.7,30.1,31.9,28.8,28.8,28.9,29.1,29.2
Guyana,39.0,39.0,38.8,35.9,32.15,32.3,32.3,30.6,30.6
Niger,42.5,42.55,46.7,44.3,47.3,48.1,47.2,47.2,47.2
Timor-Leste,48.9,41.0,11.2,11.2,11.2,11.2,11.2,11.2,17.3
"Moldova, Republic of",46.5,42.25,30.7,30.8,39.4,40.15,40.5,40.3,38.7
