Country,1991-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2023
Jordan,53.75,56.36,54.65,55.13,56.34,53.04,51.94,51.12
Japan,75.85,74.34,71.22,69.96,68.31,67.59,68.82,69.33
Nigeria,61.93,61.27,61.12,61.29,61.5,61.05,61.64,63.12
Uruguay,67.08,67.6,63.02,66.22,71.16,71.08,67.74,65.36
Cameroon,77.71,79.01,79.64,82.28,80.05,75.75,74.43,73.47
"Iran, Islamic Republic of",70.66,67.25,65.47,63.92,59.87,60.59,62.53,63.72
Bosnia and Herzegovina,48.58,44.94,42.51,41.17,44.0,42.76,47.32,52.68
Saudi Arabia,71.23,68.5,71.63,72.23,73.16,77.33,77.14,77.37
Eswatini,52.27,49.86,46.33,44.12,43.33,43.89,43.52,42.44
Syrian Arab Republic,75.64,76.52,72.78,71.47,67.73,55.88,56.19,54.79
Zambia,55.8,58.14,57.0,57.64,60.26,61.47,61.5,64.23
Panama,75.18,75.71,75.38,75.5,76.04,75.87,74.13,68.73
"Moldova, Republic of",60.51,56.83,55.77,53.61,60.44,65.84,68.37,72.29
Bahrain,86.18,84.6,85.09,84.6,86.07,86.09,86.43,86.19
Mali,78.82,78.81,78.83,78.99,79.35,79.3,79.12,78.97
Puerto Rico,50.19,52.39,50.7,51.05,43.16,41.46,44.67,47.65
Denmark,67.04,68.43,68.14,68.32,64.3,61.33,62.72,63.9
Senegal,66.84,66.26,65.32,62.61,58.69,55.13,59.46,62.27
Australia,66.31,66.97,67.16,68.68,68.81,67.2,67.0,67.38
Ethiopia,86.89,87.27,87.52,87.84,87.38,86.6,85.27,83.62
Solomon Islands,82.49,82.57,83.89,84.44,84.39,85.14,85.04,84.39
Papua New Guinea,70.62,70.3,67.65,58.81,49.44,46.89,46.47,45.86
Kyrgyzstan,81.68,82.37,81.26,80.15,78.87,74.75,74.07,75.23
Austria,67.39,65.84,65.03,62.93,63.62,62.61,62.92,62.76
Sierra Leone,61.32,61.39,61.46,61.8,58.22,54.98,53.91,53.4
Turkmenistan,49.64,45.12,44.79,46.07,46.06,44.71,43.96,42.95
Kazakhstan,73.86,68.52,69.62,70.43,72.31,72.87,72.95,71.7
Poland,59.83,58.4,52.27,53.59,58.71,59.38,62.73,64.37
