Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2023
Malawi,81005.0,154826.88,241461.12,337253.0,455656.12,584786.88,783114.5,1103387.75
Tunisia,636064.88,800759.25,1033411.38,1352006.75,1692620.12,1832175.25,2064797.38,2346727.25
Niger,77299.38,149718.25,267871.5,392335.38,568375.12,785051.25,1000459.25,1279343.75
"Tanzania, United Republic of",212054.88,420633.12,827057.88,1307646.12,1879352.62,2725327.38,4242361.62,6559203.5
Tajikistan,283993.0,396682.25,498670.38,573111.38,572538.88,618287.38,748368.12,906714.88
"Korea, Republic of",3134124.5,5703626.88,8042938.88,9895566.25,10216725.38,9835901.12,9833452.88,9960129.25
Kenya,371602.0,573834.25,845533.12,1233507.88,1809154.25,2538126.88,3439356.5,4666339.75
"Iran, Islamic Republic of",2318794.38,3583931.0,5013916.25,6114659.62,6742267.0,7491521.0,8206680.62,9079130.5
Bangladesh,725189.38,1636327.38,3177765.88,5619391.5,8549448.88,11724601.12,15589388.5,20678161.25
Belarus,668645.62,984283.62,1296798.88,1554440.88,1657837.88,1752235.25,1879377.62,2017957.38
Norway,600810.12,641644.38,645898.62,673618.5,734215.75,805685.75,918291.62,1034242.5
Albania,142305.0,162011.5,192014.88,232261.88,293084.75,361376.25,420873.75,489101.0
Latvia,640702.88,744165.12,833393.62,893703.38,819663.12,726585.12,659998.88,632316.0
"Congo, The Democratic Republic of the",635748.12,1192796.88,2009143.62,3242961.25,4978071.38,7155317.12,10045146.62,14111942.25
Germany,3240098.25,3179830.25,3071190.75,3246028.62,3447727.25,3393581.12,3469373.5,3556007.12
Mexico,6523423.0,9380865.62,12619440.62,14956609.0,17174358.5,19030365.38,20518072.5,21780107.0
