Country,2000-2002,2003-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Brazil,25.07,22.97,21.0,19.2,17.2,15.5,14.0,12.75,11.75
Yemen,83.2,82.03,81.1,80.35,79.95,79.9,79.9,79.85,79.6
Haiti,64.1,63.6,63.45,63.15,62.8,62.45,62.1,61.5,60.4
Malawi,75.23,71.2,68.45,66.45,64.1,60.85,58.1,56.5,55.35
Timor-Leste,49.97,46.93,45.6,45.0,44.95,45.35,45.8,46.05,46.2
Slovakia,22.7,22.37,21.95,21.7,21.65,21.9,22.25,22.85,23.55
Bahamas,19.37,19.77,19.85,19.4,18.65,17.9,17.65,17.55,17.8
Germany,11.63,11.7,11.7,11.8,11.95,12.25,12.9,13.75,14.8
Switzerland,11.03,11.0,11.1,11.15,11.35,11.7,12.25,13.0,13.8
Jamaica,27.47,27.27,27.15,26.75,26.1,25.3,24.7,24.15,23.65
Ghana,76.2,75.27,73.85,72.15,69.95,67.95,65.95,63.35,60.25
Eritrea,58.13,54.73,52.55,50.95,49.65,48.9,48.65,48.7,48.8
Brunei Darussalam,16.77,16.67,16.95,16.95,16.95,17.15,17.6,18.5,19.65
Papua New Guinea,50.93,50.63,50.3,49.8,49.2,48.65,48.05,47.45,46.85
Saudi Arabia,28.5,26.63,25.2,23.7,22.3,21.3,20.9,21.05,21.6
Finland,10.53,10.27,10.15,10.05,10.0,10.15,10.45,10.95,11.6
"Congo, The Democratic Republic of the",75.9,73.6,71.7,70.2,69.05,68.2,67.5,66.6,65.25
North Macedonia,24.7,24.47,23.7,22.1,21.0,22.15,24.35,23.55,20.9
Kiribati,52.03,52.13,52.85,53.2,53.0,52.45,51.7,50.65,49.65
Chad,78.87,77.77,76.65,75.65,74.65,73.65,72.3,70.2,67.15
Bhutan,66.47,62.8,59.1,55.8,52.65,49.85,47.65,46.05,44.95
Mozambique,75.2,71.03,68.1,65.95,64.9,64.65,65.3,66.5,67.95
Spain,11.87,11.83,12.1,12.35,12.6,12.95,13.3,13.75,14.4
Netherlands,11.9,12.27,12.4,12.4,12.45,12.85,13.55,14.35,15.3
New Zealand,12.53,12.27,12.25,12.4,12.6,13.05,13.6,14.3,15.1
Somalia,63.47,62.53,61.65,60.4,58.9,57.45,55.9,54.25,52.25
Philippines,33.97,30.53,27.1,23.8,20.7,17.8,15.7,14.45,13.65
Australia,11.7,11.6,11.65,11.6,11.6,11.5,11.7,12.25,13.05
Tonga,31.6,32.73,33.65,34.0,34.0,33.95,33.9,34.0,34.0
