Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Paraguay,24.1,27.13,33.24,37.66,40.53,41.89,42.79,43.13,45.6,49.95
Cameroon,21.27,22.6,24.03,26.18,29.4,32.19,33.77,35.55,36.56,37.94
New Zealand,119.1,128.1,129.5,131.05,124.82,114.71,109.72,105.38,107.9,113.26
"Palestine, State of",23.72,24.19,25.47,25.8,26.67,26.63,24.85,27.85,29.3,30.71
Canada,83.3,89.63,91.24,95.21,95.14,86.22,76.92,68.77,66.77,70.31
Albania,24.89,25.11,26.92,28.07,29.85,30.32,31.65,32.93,35.94,37.88
Bermuda,113.79,125.49,136.87,151.56,156.97,159.93,169.1,174.53,179.15,181.66
Kenya,17.1,17.65,18.27,19.23,22.06,25.17,26.97,28.03,28.1,29.25
Bahamas,115.02,118.66,127.58,136.86,140.71,137.32,136.85,139.39,135.63,138.17
"Venezuela, Bolivarian Republic of",47.75,60.59,66.77,77.14,92.36,104.49,109.7,100.08,94.37,100.42
United States,135.12,145.09,142.03,137.36,131.03,123.22,120.37,117.94,115.88,117.53
Switzerland,101.16,102.62,102.04,107.38,110.57,107.55,102.62,95.55,91.32,91.19
Lesotho,37.99,40.71,45.41,48.58,50.68,52.62,53.8,55.48,56.97,57.89
Italy,54.41,59.68,65.5,70.79,75.5,76.06,73.09,68.69,67.17,67.09
Afghanistan,11.44,11.46,11.36,11.38,11.55,11.84,12.14,12.52,12.9,13.35
scg,,,,,13.0,,,,,
Lebanon,30.97,32.01,33.93,38.76,44.37,49.9,55.52,64.16,69.84,72.93
Sierra Leone,17.67,17.65,18.2,19.57,22.3,24.74,25.93,27.42,28.27,29.3
Morocco,8.87,9.37,9.54,9.68,9.44,9.73,10.05,11.37,13.46,14.91
Liberia,18.72,19.02,19.04,20.87,23.86,26.19,28.28,29.99,29.68,29.93
Gambia,8.47,8.67,8.88,9.38,9.72,10.24,10.16,10.04,10.48,11.26
Monaco,66.32,69.85,73.91,78.42,83.05,86.57,88.63,88.52,88.46,86.82
United Kingdom,59.88,65.54,70.01,74.88,79.32,80.37,82.71,82.88,84.35,85.61
Turkmenistan,9.13,9.27,9.43,9.44,9.57,10.46,10.42,10.93,11.66,12.06
Hong Kong,7.87,8.02,9.55,,,,,,,
Kiribati,17.5,16.9,16.34,15.87,15.38,15.11,15.48,15.62,15.81,16.55
Mongolia,8.21,8.3,8.66,9.01,9.4,9.55,9.59,9.68,9.74,10.3
Guinea,27.08,28.08,29.47,31.1,32.77,34.67,36.01,36.73,36.44,35.94
