Country,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Dominica,2714.0,4233.33,7537.0,9158.0,13810.33,14047.33,16184.5
Malawi,103.5,669.0,1035.0,3915.0,7702.67,11177.33,13418.67
Guinea,,,500.0,700.0,1000.0,1196.67,1000.0
"Virgin Islands, British",,,7284.5,6972.67,6423.67,5215.67,7493.5
Trinidad and Tobago,1764.33,22302.33,126118.0,195408.67,260736.33,336105.33,373685.33
Zambia,129.67,2196.33,8890.67,14953.67,25231.67,65677.0,83114.33
Saudi Arabia,49821.33,303030.0,1399138.0,2245804.0,6366549.0,6759037.67,10645041.67
Nicaragua,3907.67,19042.0,65056.33,106030.33,134913.67,206718.33,309113.33
Zimbabwe,6066.67,11865.0,32710.0,69940.33,162353.0,198263.33,205138.67
Montenegro,,12758.5,54581.0,82733.67,110368.33,158412.0,189495.67
New Caledonia,2504.67,15172.0,32257.33,48089.0,56835.5,55000.0,55000.0
"Korea, Republic of",11168474.67,13647802.33,16339258.0,18283232.33,19926345.33,21414535.67,22936261.0
Azerbaijan,1000.0,6913.0,211765.0,1351880.0,1867062.67,1879713.33,2049273.0
Macao,29982.0,90248.33,126597.33,144684.33,169798.67,193019.0,207387.0
Djibouti,6.0,428.67,5264.67,14638.0,22847.33,24771.0,18445.0
Madagascar,,1857.5,4485.0,25305.67,24971.33,27424.33,31883.67
Aruba,4181.0,14074.33,18804.33,19200.0,19100.0,19000.0,19000.0
Belize,1883.5,6582.33,8434.0,9857.0,15217.67,24421.33,36000.0
Mauritius,1344.33,22808.33,73102.67,140478.33,197333.33,275966.67,328800.0
Rwanda,1148.0,1809.0,2425.33,5641.33,15254.33,12722.0,32453.0
Tuvalu,50.0,223.33,210.0,450.0,450.0,450.0,450.0
Nigeria,,27047.0,82947.33,14662.0,46453.0,89386.33,76012.0
Spain,2256945.67,6610031.0,9862976.0,11648137.67,13553510.67,15153919.0,16597295.67
