Country,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2016,2017-2020
South Sudan,,,,,,,,,,18.29,25.57,13.37
Mali,17.03,9.04,10.78,6.79,3.88,1.88,2.91,2.98,6.77,11.8,15.16,17.6
Mongolia,,,,8.27,10.39,17.33,13.61,18.52,26.62,35.7,35.05,36.07
Chile,0.17,0.21,0.62,0.64,0.71,1.94,3.83,6.77,12.2,17.64,24.67,27.79
Kuwait,2.54,4.2,3.43,2.84,3.0,4.99,5.95,8.07,13.24,17.5,19.78,20.66
Ethiopia,1.7,2.03,2.72,1.84,0.79,1.04,4.07,9.22,16.79,24.93,29.94,22.91
South Africa,,,,,,,,7.05,12.47,18.92,22.74,25.39
India,2.57,1.9,1.45,3.63,4.41,4.33,6.58,9.59,13.73,17.77,22.31,23.76
Bulgaria,,,,1.05,0.96,1.58,1.84,2.75,4.64,3.34,4.17,5.66
Belize,0.25,0.26,0.11,0.09,0.96,0.56,1.37,1.04,3.54,11.69,12.63,14.21
Jordan,2.36,3.03,2.13,1.72,2.06,3.86,6.81,7.74,12.57,13.08,15.03,17.89
Bosnia and Herzegovina,,,,,,,0.03,3.31,3.26,5.47,7.96,8.55
Greece,0.18,0.24,0.29,0.62,0.49,1.19,2.45,3.53,4.66,5.93,6.62,7.96
Burkina Faso,0.41,0.7,1.53,1.89,3.32,5.41,4.84,4.4,7.05,13.81,15.23,12.63
Saint Lucia,,,,,0.14,0.36,2.31,3.0,3.25,2.69,2.48,5.98
Suriname,1.74,2.17,2.27,2.83,0.83,0.54,1.22,3.85,6.48,8.83,7.58,10.25
"Moldova, Republic of",,,,,,0.03,0.32,0.8,3.86,8.56,10.09,12.1
Norway,0.59,0.41,0.37,0.54,0.69,1.38,2.87,4.13,6.63,9.7,12.05,12.65
Eritrea,,,,,,,,4.04,8.11,16.19,28.68,18.78
Morocco,2.96,2.76,2.1,2.39,2.24,2.38,2.4,3.11,5.85,8.25,9.46,11.26
Syrian Arab Republic,3.48,3.52,2.83,1.74,1.0,1.74,3.31,7.17,9.55,11.03,7.38,9.56
Poland,,0.61,0.38,1.12,2.91,2.44,2.87,4.61,4.63,5.88,7.72,10.01
Costa Rica,0.2,0.24,0.13,0.12,0.11,0.18,1.24,3.23,5.25,8.59,13.39,15.85
