Country,1975-1980,1981-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2016,2017-2021
Bahrain,23.51,21.74,22.83,22.83,26.92,43.89,44.1,37.94,28.22
Fiji,65.81,65.81,63.95,65.81,65.44,65.44,40.8,46.61,53.66
Iraq,22.63,16.32,18.27,20.78,22.13,47.12,58.27,59.61,61.2
Myanmar,0.0,0.0,17.95,22.86,22.86,22.86,29.66,50.53,50.19
Vanuatu,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,73.98
Somalia,15.09,13.54,17.96,40.96,42.91,47.09,51.65,50.27,51.51
United Kingdom,80.4,79.57,80.49,81.87,81.87,81.87,81.87,81.29,79.89
Guatemala,28.07,34.98,52.59,54.28,60.99,61.45,61.91,62.41,60.7
Eritrea,,,,28.1,35.73,6.59,5.14,1.03,7.14
Denmark,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32
Brazil,36.23,50.0,64.38,72.47,73.41,74.16,72.36,69.93,62.84
Sri Lanka,61.14,60.66,61.17,63.06,62.67,58.95,48.54,59.14,57.52
Angola,13.51,12.46,12.46,37.42,38.49,41.1,42.04,41.71,49.34
Mali,26.9,27.77,33.75,69.85,71.29,73.0,73.0,69.42,63.52
Ghana,44.14,40.36,35.81,57.77,64.28,69.69,69.8,70.12,66.53
Bulgaria,0.0,0.0,26.42,67.88,67.36,67.9,62.76,60.12,56.21
"Tanzania, United Republic of",33.46,34.22,38.01,56.4,62.41,63.11,64.54,62.11,55.13
Kazakhstan,,,43.28,42.03,39.45,37.56,37.31,38.32,37.25
Oman,15.32,16.54,17.15,17.15,17.15,17.15,17.42,20.59,21.94
North Macedonia,,,46.94,49.27,57.01,63.3,56.85,48.83,56.89
Armenia,,,56.17,54.68,50.36,46.86,47.06,49.89,61.72
Sweden,84.35,85.45,87.65,87.65,87.65,87.65,85.68,91.35,91.35
