Country,1980-1982,1983-1985,1986-1988,1989-1991,1992-1994,1995-1997,1998-1999,2000-2001,2002-2003,2004-2005,2006-2007
Wallis and Futuna,146.67,111.67,125.0,187.0,61.33,64.33,,7.0,113.5,46.0,13.0
Côte d'Ivoire,51.33,59.0,56.0,59.67,77.0,84.0,90.5,85.5,95.0,108.0,115.0
Central African Republic,40.0,34.33,24.67,46.33,,107.33,131.5,65.0,109.0,86.0,142.0
Solomon Islands,126.67,128.67,114.67,125.67,103.67,86.67,73.0,70.5,61.5,79.0,78.5
Mexico,42.67,23.67,18.0,18.0,17.33,19.67,21.0,18.5,17.0,16.5,17.0
Estonia,39.33,36.67,31.0,26.67,35.0,48.0,57.0,55.0,43.5,38.0,32.5
Norway,11.33,9.33,7.33,6.67,6.33,5.0,5.5,5.5,6.0,6.0,6.0
Congo,99.67,157.0,154.67,76.67,77.0,133.67,144.0,292.0,260.0,274.5,234.5
Myanmar,36.0,29.67,28.0,31.67,41.0,44.0,38.0,79.5,141.5,213.0,259.0
"Bolivia, Plurinational State of",86.67,97.0,141.0,174.67,128.33,150.67,124.0,123.0,114.5,107.5,93.0
Italy,6.33,7.0,6.33,7.0,8.67,8.33,9.0,6.5,7.0,7.0,6.0
Afghanistan,409.33,191.0,118.0,102.67,,7.0,16.0,40.5,61.0,81.5,102.0
Lesotho,322.33,216.0,55.67,166.33,220.33,327.0,444.5,517.0,569.5,562.5,360.0
Pakistan,393.0,117.33,171.33,154.33,60.0,6.5,40.0,15.5,40.5,75.5,125.5
Liberia,45.0,31.5,23.33,,88.33,51.0,65.0,52.0,90.5,115.0,124.0
Croatia,88.67,81.33,71.67,56.0,48.33,45.33,42.5,33.5,31.0,24.5,22.0
Indonesia,19.67,17.0,33.0,44.33,37.0,13.67,26.5,41.5,75.0,103.5,120.0
Kyrgyzstan,54.67,51.33,51.0,52.67,57.33,90.67,125.0,129.0,126.0,120.0,116.0
Algeria,41.5,63.33,50.67,45.0,46.67,52.67,53.5,60.0,61.0,63.0,63.0
Bahamas,29.67,25.33,20.33,19.67,24.67,23.67,25.0,27.0,13.0,17.0,14.0
Morocco,135.67,117.33,115.33,110.33,106.33,112.0,104.0,98.5,95.5,86.0,83.5
Cayman Islands,3.67,9.67,1.67,9.0,8.5,2.0,6.5,7.0,0.0,2.0,1.0
