Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016
Canada,0.63,0.57,0.47,0.32,0.27,0.27,0.27,0.26,0.25
Albania,0.65,0.91,1.01,0.99,0.82,0.55,0.46,0.42,0.39
Gabon,2.26,2.15,2.04,1.89,1.77,1.68,1.52,1.31,1.21
Qatar,0.62,0.61,0.5,0.4,0.38,0.32,0.32,0.29,0.3
"Tanzania, United Republic of",4.01,3.78,3.61,3.12,2.89,2.78,2.66,2.53,2.36
Samoa,1.53,1.42,1.32,1.27,1.21,1.16,1.11,1.08,1.03
Switzerland,0.15,0.14,0.13,0.13,0.12,0.11,0.1,0.09,0.08
Finland,3.61,2.21,0.68,0.36,0.29,0.26,0.23,0.19,0.17
Israel,0.28,0.25,0.21,0.2,0.2,0.19,0.17,0.15,0.15
Nauru,,,,,1.38,,,,
Germany,0.17,0.16,0.14,0.12,0.11,0.1,0.09,0.09,0.08
Bermuda,1.18,0.95,0.62,0.39,0.32,0.29,0.26,0.22,0.19
Yemen,4.74,4.36,3.9,3.44,3.03,2.6,2.31,2.05,1.86
Eswatini,2.6,2.29,2.34,2.81,3.31,3.35,3.08,2.66,2.33
Somalia,5.7,5.62,5.48,5.01,4.69,4.36,4.2,3.98,3.83
South Sudan,4.65,4.52,4.21,3.82,3.47,3.52,3.46,3.25,3.2
Congo,2.97,2.93,2.91,2.56,2.11,1.92,1.8,1.61,1.5
Namibia,2.87,2.69,2.69,2.68,2.43,2.05,1.72,1.5,1.35
Benin,2.9,2.93,3.0,2.89,2.65,2.39,2.26,2.16,2.04
Mali,3.42,3.3,3.15,2.9,2.63,2.38,2.26,2.09,1.95
Viet Nam,2.02,1.87,1.72,1.57,1.43,1.3,1.17,1.04,0.93
United Arab Emirates,1.07,0.95,0.84,0.74,0.62,0.52,0.48,0.47,0.45
Mexico,1.58,1.34,1.04,0.76,0.63,0.56,0.54,0.49,0.45
Algeria,1.76,1.55,1.42,1.27,1.11,0.97,0.85,0.77,0.7
Luxembourg,0.57,0.45,0.33,0.23,0.18,0.15,0.14,0.12,0.12
