Country,1973-1978,1979-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Oman,14.46,15.18,21.78,21.82,32.04,39.94,33.26,39.13,58.57,64.27
Seychelles,22.2,15.5,7.69,7.12,11.52,18.09,23.98,21.75,24.41,
South Africa,55.28,54.04,64.76,81.97,103.54,111.28,128.5,123.27,125.16,102.87
"Bolivia, Plurinational State of",13.34,19.17,15.74,31.04,54.64,55.12,36.69,37.34,54.77,74.05
Argentina,15.54,26.01,19.69,20.14,20.93,18.64,11.18,13.54,14.37,12.03
Denmark,45.79,38.22,47.28,43.31,31.49,117.32,169.58,188.13,166.58,154.32
"Micronesia, Federated States of",,,,,28.81,25.8,19.86,20.03,22.14,23.54
Italy,,,,,,62.58,75.97,91.86,83.69,73.86
Bhutan,,2.72,2.88,5.66,9.03,9.91,20.72,39.98,46.57,64.96
Chad,10.23,13.87,14.79,6.0,3.53,3.96,2.67,4.98,10.41,10.64
Cambodia,,,,2.37,4.68,6.32,14.33,34.23,80.98,150.02
Botswana,16.89,12.79,8.82,11.43,11.56,16.89,22.48,30.17,33.99,34.03
Colombia,27.03,32.28,30.42,25.81,34.35,23.42,26.84,34.92,47.14,48.7
Mauritius,25.41,22.13,27.8,35.54,47.62,58.83,72.83,91.7,92.91,79.41
Norway,,,,,,101.69,107.01,125.41,139.76,137.61
Iceland,27.16,31.14,37.08,44.61,52.98,97.06,228.27,138.71,88.68,95.05
Egypt,15.71,21.88,27.93,24.03,36.68,53.49,48.56,30.79,27.48,27.39
Australia,27.81,28.05,39.42,61.01,72.49,90.06,113.37,123.14,137.53,135.62
Kazakhstan,,,,,,,,,31.47,25.4
Cyprus,,,,,,147.04,171.97,241.41,207.88,89.42
Slovakia,,,,,,,37.27,45.82,56.17,64.73
Senegal,19.16,27.63,22.39,20.49,11.99,12.55,16.16,23.07,28.33,30.44
