Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019
Andorra,13.54,13.66,13.16,12.61,12.44,12.64,12.72,12.58
Jordan,5.87,5.74,5.59,5.4,4.72,4.16,4.05,4.03
Algeria,13.35,12.36,11.06,10.52,10.26,9.83,9.57,9.47
Somalia,46.07,43.67,44.07,44.08,43.22,42.84,42.86,42.45
Hong Kong,14.41,12.17,,,,,,
Armenia,19.42,18.62,18.82,19.26,19.74,18.25,15.99,15.69
Grenada,41.36,39.44,34.94,33.79,33.51,34.08,34.63,35.0
Italy,5.1,5.2,5.64,6.97,7.75,8.02,8.0,7.67
Guyana,45.5,46.16,49.09,46.13,42.93,40.66,39.4,38.9
"Korea, Democratic People's Republic of",19.6,19.16,18.41,18.62,19.31,19.5,18.81,18.5
Greece,11.04,9.93,9.33,8.55,8.34,8.41,8.1,8.28
Mozambique,38.69,37.76,36.44,34.7,37.2,41.68,43.41,43.34
Mali,35.17,35.49,34.23,32.45,30.34,28.53,28.03,28.22
Austria,15.84,13.88,11.72,10.07,8.58,8.14,7.8,7.3
India,16.3,15.88,15.49,13.7,12.63,12.45,13.06,13.09
Russian Federation,12.7,13.87,13.8,15.76,15.7,16.23,17.09,15.98
Dominican Republic,20.3,21.85,22.79,24.11,25.31,24.32,26.7,25.88
Indonesia,15.66,15.48,15.5,15.36,15.0,14.17,13.31,12.92
Uruguay,23.97,24.85,25.84,24.6,23.0,22.48,22.66,21.99
Mexico,34.98,33.03,29.16,24.64,21.41,19.0,18.35,18.35
Vanuatu,29.01,31.55,30.7,26.46,27.88,28.71,28.73,28.68
Togo,35.13,33.12,31.92,31.61,31.47,31.47,30.83,31.12
Panama,36.41,34.94,30.71,25.77,23.59,23.67,23.31,22.78
Singapore,18.0,16.7,13.91,11.33,9.64,8.88,8.22,7.68
Botswana,39.57,42.26,46.52,49.01,45.29,49.28,50.05,48.27
Congo,46.39,49.64,46.47,43.92,44.36,41.98,39.42,37.56
Germany,13.38,12.31,11.65,10.86,10.08,9.63,9.29,9.34
