Country,1950-1975,1976-2000,2001-2025,2026-2050,2051-2075,2076-2100
Iceland,11.39,8.72,6.82,5.39,4.66,4.39
Italy,8.78,6.37,4.79,3.82,3.76,3.87
Kuwait,11.72,11.85,6.84,4.18,4.22,4.37
Palau,16.38,11.11,7.19,7.04,6.71,6.07
Ecuador,14.43,13.3,10.16,7.04,5.49,4.77
Singapore,14.0,7.83,4.7,3.43,3.41,3.68
Wallis and Futuna,16.45,14.68,9.94,6.57,5.61,4.83
Cyprus,11.62,8.25,5.9,4.55,4.22,4.26
Sint Maarten (Dutch part),13.69,9.56,6.76,4.58,3.94,3.84
Djibouti,14.44,14.58,11.68,8.89,7.18,6.3
Bahrain,13.12,9.87,6.18,4.46,4.31,4.31
Guadeloupe,14.7,10.23,7.72,6.65,5.9,5.24
Botswana,15.97,15.55,11.82,9.06,7.26,6.36
Lao People's Democratic Republic,13.65,14.62,11.77,8.46,6.51,5.53
France,8.74,7.29,6.35,5.54,5.29,5.13
Austria,8.41,6.63,5.23,4.59,4.43,4.37
Iraq,13.72,15.46,13.86,10.68,8.51,6.97
Bosnia and Herzegovina,12.66,8.67,5.45,4.37,4.03,3.96
Timor-Leste,13.06,13.58,13.31,9.6,7.01,5.63
Ireland,10.41,9.4,7.11,5.56,4.99,4.7
Martinique,15.2,9.66,6.86,5.53,5.02,4.48
Hong Kong,12.39,7.48,4.72,3.18,3.3,3.63
Togo,14.13,14.85,13.74,11.83,9.97,8.38
