Country,2000-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Burkina Faso,54.33,82.5,99.0,85.0,99.0,93.0,98.5,99.0,49.5,97.5,97.0
Cambodia,40.33,59.5,71.5,82.0,96.5,95.0,80.5,66.0,73.0,71.5,61.0
Yemen,0.0,,29.5,11.0,11.5,10.0,47.0,44.5,13.0,7.5,8.5
"Korea, Democratic People's Republic of",98.0,99.0,98.5,98.5,99.0,99.0,98.5,99.0,94.5,96.0,0.0
Namibia,0.0,,11.0,0.0,13.0,21.5,62.0,22.0,35.5,48.0,59.5
Ethiopia,0.0,11.0,69.0,87.0,84.0,51.0,75.0,76.5,62.5,62.0,70.5
Botswana,,31.0,15.0,,89.0,75.0,70.5,66.0,84.5,69.0,32.0
"Bolivia, Plurinational State of",34.0,39.0,40.0,45.0,34.5,31.0,40.0,52.0,42.5,34.0,16.0
Tajikistan,0.0,46.5,89.0,79.0,80.5,89.0,90.5,96.5,83.5,99.0,94.0
Philippines,73.67,80.0,85.5,84.5,91.0,90.5,86.0,70.0,,29.0,26.0
Somalia,66.0,56.0,32.0,51.5,99.0,12.0,30.0,21.0,21.5,24.0,81.5
Zambia,64.0,55.0,68.5,95.5,91.5,72.0,93.0,98.0,99.0,98.5,96.0
Niger,85.67,68.0,91.0,95.5,96.5,96.5,95.5,96.5,58.5,99.0,90.0
Liberia,63.33,4.0,41.0,85.0,94.5,54.5,44.0,76.5,79.5,26.5,12.5
Malawi,19.0,13.5,87.5,92.5,95.5,78.0,65.5,53.5,83.0,41.5,44.0
Central African Republic,2.0,,42.0,73.0,43.5,41.5,37.0,2.5,17.5,,46.0
South Africa,,0.0,28.0,39.0,,44.0,42.0,50.0,48.5,44.5,43.0
Mauritania,0.0,46.0,78.0,88.0,93.0,99.0,94.0,79.0,42.5,44.5,0.0
Mozambique,8.33,17.5,24.5,62.5,98.0,59.5,99.0,77.0,62.5,58.0,77.5
Haiti,,0.0,37.5,,21.0,45.0,21.5,21.0,19.0,20.0,20.0
Eswatini,0.0,0.0,29.0,32.5,33.0,33.5,37.0,39.0,31.5,39.0,42.0
Congo,0.0,3.0,43.5,4.0,46.0,,99.0,73.5,10.0,79.0,7.0
Guinea,56.33,93.5,96.0,94.0,97.0,93.5,,69.0,73.0,97.0,96.5
Sudan,,,70.0,93.0,97.0,83.0,49.5,67.5,27.0,19.5,0.5
Sao Tome and Principe,,38.0,42.0,33.5,35.0,35.0,56.0,38.0,27.5,34.0,37.0
Sierra Leone,49.67,88.5,96.0,49.0,99.0,99.0,53.5,98.0,83.5,29.0,67.5
Comoros,,7.0,,20.0,29.0,,14.0,14.5,16.0,50.5,13.0
Togo,8.33,73.5,53.5,64.0,99.0,43.0,61.0,7.5,88.0,88.5,93.0
Equatorial Guinea,,,,,,,,,6.0,6.5,6.0
