Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
Slovakia,17.78,18.33,19.49,19.92,19.0,19.45,20.9,22.09,22.41,21.53,20.71
Somalia,25.76,25.61,26.09,26.39,26.3,26.03,25.98,25.7,25.52,25.32,25.18
scg,,,,,8.6,,,,,,
"Korea, Democratic People's Republic of",9.23,9.35,9.43,9.48,9.63,9.84,10.06,10.06,9.8,9.56,9.38
Turkmenistan,8.25,8.47,8.5,8.19,8.25,8.64,8.24,8.38,8.62,8.57,8.6
Indonesia,10.56,11.28,12.18,12.96,13.7,14.64,15.54,16.42,16.84,17.11,17.42
cheslo,13.64,,,,,,,,,,
Burundi,27.35,27.99,27.97,27.17,27.29,27.53,27.16,27.01,26.58,26.14,26.22
Ghana,45.21,46.09,46.55,47.71,43.98,40.61,40.97,42.55,42.58,43.23,43.97
Yemen,9.91,9.82,9.86,10.09,10.54,11.06,11.52,11.75,11.84,11.84,11.9
Lebanon,22.79,22.0,21.4,22.54,23.83,24.68,25.12,25.63,25.82,25.8,25.71
Equatorial Guinea,25.97,26.09,26.99,28.2,28.52,29.91,31.31,33.11,34.2,35.42,36.5
Tunisia,8.84,8.88,9.0,9.05,9.23,9.34,9.41,9.46,9.46,9.39,9.2
Syrian Arab Republic,9.29,9.44,9.54,9.43,8.93,8.81,9.41,9.68,9.66,9.66,9.71
Tonga,32.37,33.38,34.46,36.98,37.23,33.82,34.56,34.98,34.91,34.81,34.78
Angola,26.38,27.07,27.67,28.82,29.58,30.21,30.28,31.16,31.63,31.87,32.52
Kuwait,,8.25,9.39,9.2,9.79,10.31,10.5,9.53,9.6,9.82,10.07
