Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021,2022-2023
Lesotho,1497.96,1667.78,1830.32,1926.2,2089.26,2327.48,2542.51,2808.14,2954.65,2812.92,2509.08,2520.34
Lithuania,18960.68,12598.6,14474.42,16468.97,20820.56,27409.87,28950.17,32126.3,36301.07,41745.51,45084.44,46617.92
Nigeria,3694.22,3417.43,3369.18,3395.22,4124.58,4669.44,5284.19,5811.04,6116.88,5821.02,5590.79,5682.47
Mozambique,532.38,543.81,627.5,754.91,896.09,1038.25,1179.06,1324.91,1483.3,1512.22,1444.02,1478.12
Hungary,19557.95,18719.82,19862.18,22312.87,25625.5,28894.89,28553.32,28819.62,31527.93,35764.0,37298.96,40626.67
Argentina,18332.0,21189.2,22973.76,22111.29,20137.54,25094.15,27345.89,29464.93,28451.59,27542.81,24936.29,26796.99
Malaysia,13020.46,15713.61,17844.07,18074.08,19361.72,21438.25,22710.76,24966.18,27810.16,30926.41,30135.97,33154.62
Guinea,2111.59,2165.19,2288.28,2398.46,2510.68,2551.86,2618.5,2779.81,2970.11,3489.61,3709.47,3905.35
"Tanzania, United Republic of",1770.02,1685.7,1742.19,1839.14,2052.49,2321.47,2550.61,2818.02,3086.88,3360.57,3430.18,3542.6
Tonga,4141.42,4615.55,5033.36,5325.78,5679.22,5541.69,5573.47,5902.77,6306.27,6910.98,6859.96,6554.84
Dominica,10632.75,11180.06,12104.32,12853.61,13242.93,14545.83,16365.15,16158.39,16361.0,15825.8,14045.03,15537.45
India,2197.98,2410.0,2745.5,3104.99,3449.29,4132.32,4754.81,5498.69,6528.28,7688.8,7760.27,8883.26
Andorra,48454.76,45286.08,49187.11,54942.6,59819.78,65887.32,65793.25,63334.14,62753.61,63225.26,57045.1,64172.43
Luxembourg,86581.64,92815.89,97889.59,114290.71,122491.24,132940.61,133756.4,131217.86,133000.28,133613.3,134318.42,134736.7
Kuwait,36166.26,59918.25,61528.61,58618.25,65208.51,76838.76,67314.33,61035.22,55535.48,50187.83,48636.55,51655.43
Greenland,37037.87,35705.45,38855.69,43560.5,46411.07,53988.89,60172.02,60809.88,63922.83,66326.63,67823.36,
Congo,8653.09,7885.32,7741.33,7524.78,7674.9,7863.9,8148.94,8841.05,8770.06,7168.9,6365.3,6260.72
