Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2000,2001-2005,2006-2010
Malaysia,1600.0,2025.17,3122.67,4280.83,4874.17,7032.5,9055.4,9792.8,11434.0
China,668.23,758.55,889.12,1131.33,1599.83,2047.33,2909.0,4085.2,6520.4
Ethiopia,404.38,459.55,463.63,446.22,407.27,375.27,414.54,433.7,599.3
"Micronesia, Federated States of",,2180.5,2796.83,2779.5,2755.83,3120.33,3386.4,3570.8,3524.8
Peru,3914.5,4759.33,5357.33,5145.5,4775.83,4021.17,4723.2,5103.6,6704.6
Singapore,4645.0,6312.67,10345.33,15286.67,19383.33,26905.0,34254.0,37956.0,49926.0
Papua New Guinea,1738.5,2109.0,2367.5,1956.83,1876.0,2231.5,2362.4,2195.6,2514.6
Sao Tome and Principe,,1343.5,1536.17,1807.17,1371.83,1424.5,1324.0,1253.6,1522.2
Djibouti,,4830.5,4623.0,3116.67,2640.67,2031.5,1978.2,1898.4,2201.0
Iceland,15640.0,19593.33,25490.0,31691.67,35296.67,35561.67,36812.0,38150.0,40696.0
Panama,2469.83,3256.33,3787.67,5045.5,5477.33,6145.33,6657.8,7165.8,9797.0
United States,16580.0,20186.67,22693.33,25218.33,29343.33,32121.67,37078.0,40748.0,42250.0
France,11420.0,14853.33,18646.67,21395.0,23448.33,25955.0,27980.0,30482.0,31742.0
Belarus,,,,,,4468.5,5285.6,7836.6,11729.2
"Iran, Islamic Republic of",4559.83,7329.83,11686.67,7404.17,5917.0,6342.83,6923.8,8016.0,9428.6
Oman,,6145.0,7657.0,11466.67,14116.67,14893.33,16690.0,17792.0,21034.0
Japan,7017.67,11835.0,16050.0,18986.67,23315.0,28423.33,29510.0,30302.0,31746.0
Congo,1028.63,1228.83,1662.83,2074.17,2504.67,2171.0,2259.4,2120.0,2136.4
"Korea, Republic of",1779.33,2546.33,3794.67,5532.83,8480.0,13618.33,17150.0,21046.0,25040.0
Haiti,1450.33,1331.33,1393.83,1621.67,1443.33,1274.0,1288.4,1295.8,1319.2
Guyana,,2699.5,2944.83,2977.67,2351.5,2354.0,3121.2,3425.0,4122.4
