Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
Guinea,,156842857.14,104804516.67,80702680.16,200448680.33,294755000.0
Myanmar,53994893.82,127052675.03,70765664.88,1098676213.44,2483117604.51,3401775734.77
Italy,6805444149.01,24815981386.52,53815180638.0,84981833923.14,82469493077.91,79470311542.56
Romania,671750000.0,329750000.0,445750000.0,4274019365.85,5917930081.25,12756791217.65
Montenegro,,,,141038786.27,220553567.15,282142967.67
Sierra Leone,30238209.98,8448793.04,21090861.16,59002506.62,198065356.59,80384191.59
Colombia,1025164293.75,2261400000.0,2614055380.65,6244819715.96,14340191166.97,17051709537.58
Sint Maarten (Dutch part),,,,,61706703.91,53338718.66
Oman,339425811.46,636141625.45,799376670.49,1890581636.02,4282956898.68,6882109929.76
Viet Nam,,,672000000.0,2059750000.0,8108375000.0,19389957142.86
Angola,,595747500.0,1127846625.0,5029701224.17,8458281739.51,7698571877.67
Kuwait,570320562.41,676466359.27,1063081236.65,1436294910.92,1394307819.84,3715960967.67
Saint Kitts and Nevis,1277777.78,7776851.85,23605419.38,61485893.25,77826470.11,60608341.44
Brazil,9366000000.0,11861500000.0,17765527500.0,31150414929.75,62554515503.09,81950580048.55
Algeria,1916567339.6,2184918916.55,,6420858033.24,6511556268.4,5247351632.1
Uruguay,249000000.0,458487500.0,689441706.75,1029731548.79,3409350485.27,5885224339.91
Tonga,401755.1,865608.18,2469046.58,4024918.1,10488871.72,14701731.52
Pakistan,411821520.58,1038592506.36,2085821660.41,3438881250.0,4576000000.0,6107285714.29
