Country,1999-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017
Lao People's Democratic Republic,27.34,31.64,35.07,34.97,37.32,40.31,45.33,54.07,59.43
Mexico,55.54,61.84,65.92,68.39,69.64,70.37,73.7,78.84,81.19
Sweden,95.51,97.86,99.28,99.01,96.09,92.32,93.5,98.16,99.06
Cyprus,88.06,92.24,93.55,94.58,95.67,89.26,92.5,94.67,94.72
Philippines,50.36,56.0,59.08,59.43,60.69,,,65.96,
Mauritius,68.36,73.49,79.38,,,,,85.35,84.43
Marshall Islands,,58.57,,49.12,,,,55.84,55.85
Zimbabwe,42.74,39.23,,,,,48.3,,
United Arab Emirates,,,,,,,,,89.93
Austria,88.45,88.44,88.89,88.74,88.05,86.7,86.18,86.63,87.19
Qatar,74.44,76.92,90.94,84.18,,93.89,,,
Burkina Faso,8.31,9.49,10.98,12.57,15.3,17.47,20.7,26.53,28.62
Somalia,,,,,,,,,
Uganda,,16.34,15.71,19.94,22.37,,,,
Bangladesh,46.43,48.74,44.61,45.01,46.34,47.47,51.97,59.14,64.48
Tuvalu,,,,,,,,68.88,58.51
Mongolia,62.7,74.11,81.73,81.89,,,,,
Botswana,57.95,58.94,,,,,,,
Belarus,,,,,,95.05,96.89,98.29,96.99
Canada,,,,,,,91.8,91.68,99.57
Ireland,90.31,91.93,93.44,94.35,95.21,96.66,98.01,98.09,98.4
Iraq,31.59,35.9,40.47,45.16,,,,,
