Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020
Malaysia,1.74,,2.63,3.23,3.82,4.08,4.14,3.39
Vanuatu,,1.7,1.57,,1.78,,1.4,1.4
Indonesia,,0.81,,,,1.3,2.59,3.9
Cambodia,0.92,,0.84,0.86,0.95,0.66,0.7,1.02
Hungary,5.7,6.04,6.28,6.39,6.56,6.62,6.82,6.84
Nepal,,0.46,,,1.84,,2.93,3.3
Ecuador,1.62,1.53,,1.87,2.07,2.69,2.68,
Germany,8.96,9.41,9.79,10.19,10.63,11.05,11.6,12.22
Switzerland,12.04,12.84,13.62,14.85,16.19,17.12,17.73,18.5
Norway,14.22,15.09,15.97,16.68,17.24,17.95,18.26,18.49
Portugal,4.01,4.37,5.1,5.88,6.29,6.63,7.05,7.45
Eritrea,,0.91,,,1.27,1.32,1.39,
Nauru,,6.12,6.76,6.8,,6.25,7.06,
Algeria,2.21,,1.94,,,2.26,1.9,
Poland,5.42,5.42,5.66,5.78,5.76,5.69,5.62,6.76
