Country,1985-1988,1989-1992,1993-1996,1997-2000,2001-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Malaysia,1038.68,1397.26,2148.6,2925.52,3430.75,3958.26,4266.21,4610.59,5000.76,5274.74
Brazil,1458.77,1530.88,1677.05,1918.91,1972.25,2245.14,2483.51,2768.03,2854.34,2890.28
Singapore,4050.86,5199.41,6154.16,7448.01,8477.72,8970.05,8661.23,8759.92,9017.21,9222.09
Denmark,5739.85,5638.54,7864.95,7553.43,7602.47,7416.08,6746.73,5981.31,5371.5,5325.2
Croatia,,1863.59,2092.73,2568.19,3005.49,2968.23,3168.0,2808.73,2975.03,3066.45
Viet Nam,92.79,128.55,183.15,289.04,467.92,685.54,930.47,1265.23,1707.07,2190.67
Japan,5743.91,7034.04,7827.21,8436.95,8595.85,9078.69,8955.98,8563.07,8134.76,8216.63
Colombia,1052.62,1137.04,1263.88,1259.76,1240.87,1353.87,1409.53,1473.35,1557.65,1535.03
North Macedonia,,2942.98,3009.44,3401.86,3152.37,3303.78,3286.28,3071.86,2669.06,2733.03
"Taiwan, Province of China",3293.04,4601.24,6047.7,7662.96,9115.07,10313.2,10321.29,10778.9,11069.81,11521.48
Netherlands,4579.35,4935.58,5236.07,5643.51,6026.01,6179.86,6812.96,6280.82,6467.83,6892.81
Switzerland,9009.87,8525.21,8906.17,9223.0,9376.47,8533.87,8858.79,8541.46,8168.01,7857.66
Israel,4134.74,4824.86,5649.72,6732.48,7417.02,7811.89,7868.53,8039.94,8051.29,8287.56
South Africa,4441.14,4474.89,4532.17,4714.68,4893.9,5237.79,5067.11,4900.39,4561.29,4407.76
Saudi Arabia,4281.2,5057.64,5848.18,6428.23,7227.16,8050.91,8267.56,9206.06,10469.83,10606.74
Philippines,402.1,412.81,460.19,556.32,621.05,656.04,686.73,745.07,817.21,937.23
Egypt,666.6,752.27,807.5,957.67,1236.84,1458.11,1672.43,1840.21,1951.08,2009.06
