Country,1971-1977,1978-1984,1985-1991,1992-1997,1998-2003,2004-2009,2010-2015
Dominican Republic,71.02,69.13,74.14,87.12,89.49,85.25,86.67
Azerbaijan,,,92.67,89.95,90.57,88.42,90.02
Bulgaria,82.17,67.6,62.35,55.28,50.24,53.24,53.36
Canada,22.72,22.07,21.47,21.22,27.22,24.37,21.61
Benin,100.0,100.0,100.0,99.44,97.27,98.63,98.93
Croatia,,,44.28,42.05,48.31,50.01,38.86
Romania,84.48,83.12,81.68,72.55,59.89,58.29,47.66
Oman,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Bangladesh,78.49,77.91,88.6,93.31,94.87,97.55,98.36
Greece,84.7,86.21,91.81,91.97,91.73,89.33,78.69
France,61.77,39.78,12.23,8.19,9.51,9.81,7.62
Yemen,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Jordan,100.0,100.0,99.64,99.64,99.48,99.42,99.49
Kenya,36.99,16.31,7.08,8.31,29.41,32.16,25.17
Senegal,91.53,94.15,95.12,95.91,88.17,85.6,87.08
New Zealand,15.82,15.74,20.23,22.36,30.53,32.79,24.11
"Tanzania, United Republic of",37.0,17.61,8.19,15.73,6.06,45.25,61.73
Honduras,28.92,18.73,2.95,24.37,48.54,63.3,53.88
Thailand,66.3,81.29,85.77,92.4,93.47,93.55,92.1
Belarus,,,99.95,99.93,99.89,99.8,99.21
