Country,2002-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016
San Marino,,,,9.76,10.76,,,
Iceland,18.3,18.55,19.29,20.93,19.41,19.08,18.89,19.91
Turks and Caicos Islands,22.92,,,,,,22.42,
Rwanda,,,25.41,22.75,15.85,14.02,20.86,
Argentina,17.35,17.0,17.71,19.35,19.69,20.32,20.54,20.37
Morocco,,,,20.18,,,,
Ireland,25.55,23.62,23.31,22.98,21.56,21.18,23.35,19.58
Bermuda,,,,13.48,,18.23,,
Trinidad and Tobago,,,,,,,,
Nigeria,,,,,,,,
Gambia,21.54,14.02,12.02,9.31,7.5,12.65,11.33,
Libya,,,,,,,,
Guam,,,,,,,,
Togo,,,20.77,15.59,17.19,21.95,17.33,17.93
Mongolia,16.95,,,6.68,11.69,15.35,11.45,10.96
Indonesia,,,11.87,14.11,17.18,15.73,15.8,
Grenada,,,,,,,,
Mexico,18.51,17.33,18.67,19.83,18.79,21.71,21.48,21.09
