Country,2004-2007,2008-2010,2011-2013,2014-2016,2017-2019
Fiji,,40.0,38.6,,52.6
Trinidad and Tobago,,,,,
Jordan,13.5,10.1,,,
Chad,,,87.9,,89.4
Algeria,,,36.6,,
"Korea, Republic of",2.0,1.95,1.7,1.35,
Ireland,0.45,1.3,1.4,0.93,0.27
Liberia,96.5,,,89.6,
Côte d'Ivoire,,86.6,,87.9,75.6
Uruguay,20.95,13.43,7.9,5.97,4.87
Spain,2.3,2.3,3.4,3.43,2.67
Central African Republic,,92.8,,,
Maldives,,50.5,,5.5,3.9
Greece,1.88,2.0,6.9,7.3,4.3
"Bolivia, Plurinational State of",44.08,31.4,23.0,20.9,18.53
