Country,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021,2022-2023
"Moldova, Republic of",3.27,3.43,3.53,3.43,3.37,,
Ghana,3.83,3.8,3.7,3.57,3.6,3.6,3.6
Azerbaijan,3.2,3.17,,,,,
Armenia,3.73,3.7,3.67,,,,
Kenya,3.33,3.3,3.37,3.4,3.4,3.5,3.55
Yemen,2.9,2.97,2.83,2.43,1.73,1.7,1.55
Zimbabwe,1.93,1.9,2.2,2.77,2.83,2.9,2.9
Fiji,,,,,,3.25,3.2
Vanuatu,3.1,3.33,3.47,3.33,3.27,3.2,3.1
Guyana,3.1,3.07,3.03,3.1,3.17,3.2,3.2
Tajikistan,2.6,2.7,2.97,2.9,2.83,2.85,3.05
Central African Republic,2.23,2.4,2.4,2.2,2.37,2.4,2.4
kos,,3.2,3.37,3.33,3.3,3.35,3.45
Grenada,3.7,3.7,3.67,3.5,3.53,3.55,3.5
Somalia,,,,,1.9,1.95,1.9
Senegal,3.57,3.43,3.6,3.6,3.53,3.55,3.6
Viet Nam,3.5,3.6,3.53,3.5,,,
Mongolia,3.33,3.37,3.43,3.33,3.27,,
Madagascar,3.43,3.3,2.63,2.7,2.77,2.7,2.7
Samoa,3.93,3.97,4.03,4.1,4.13,4.1,4.1
Sri Lanka,3.43,3.37,3.37,3.35,3.3,,3.3
Djibouti,2.8,2.8,2.7,2.7,2.93,3.15,3.1
Marshall Islands,,,2.8,2.8,2.8,2.8,2.8
