Country,1967-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Guyana,1.07,-11.06,-12.5,-11.56,-14.02,-11.14,-12.11,-14.84,,,
"Palestine, State of",,,,,,-56.9,-52.4,-54.34,-41.27,-36.71,-40.24
"Iran, Islamic Republic of",-1.32,10.43,-4.51,-5.33,-11.29,7.01,0.05,3.68,4.24,0.85,-0.35
Uzbekistan,,,,,,-2.98,2.04,5.92,-1.09,-4.68,-16.09
Hungary,,,,,-0.52,-2.28,-2.27,-2.47,4.01,7.02,0.87
North Macedonia,,,,,-3.81,-13.34,-20.57,-17.25,-21.08,-16.04,-15.16
Luxembourg,13.44,15.68,6.38,9.53,11.72,18.98,21.06,25.56,31.15,32.47,32.87
Marshall Islands,,,,,,-61.44,-62.53,-58.83,-61.81,-50.33,-43.44
Namibia,,,-1.95,0.63,-2.72,-4.33,-5.97,-2.52,-15.14,-22.44,-13.24
Latvia,,,,,,-7.6,-10.07,-16.36,-5.6,-1.89,-1.56
Saudi Arabia,30.98,48.09,21.77,-8.37,1.16,9.0,13.26,27.13,21.04,7.04,9.17
Indonesia,-4.37,2.7,2.79,1.69,2.54,0.38,8.58,5.12,1.57,0.12,1.28
kos,,,,,,,,,-37.81,-28.27,-30.4
Dominican Republic,-7.63,-6.24,-9.97,-6.18,-5.66,-4.01,-7.19,-3.99,-10.52,-4.56,-7.37
United Kingdom,0.92,-1.56,2.02,0.39,-1.72,0.36,-1.36,-2.08,-1.25,-1.62,-1.01
Hong Kong,6.45,6.78,0.17,7.87,8.19,-0.28,4.59,10.37,5.78,1.3,2.56
China,0.46,0.05,-0.04,-1.11,0.89,1.5,2.82,5.3,4.13,2.37,1.96
Macao,,,11.02,14.37,17.39,21.47,28.19,32.67,49.35,47.66,22.49
Panama,-4.03,-10.24,-8.3,-2.37,-6.73,-12.22,-10.26,-6.61,-6.35,-5.51,
Comoros,,,-18.08,-18.08,-18.08,-18.08,-18.08,-17.51,-20.47,-18.14,-19.86
