Country,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
Zambia,49.49,,66.8,61.1,68.73,44.71,48.49,56.72,56.48
Sao Tome and Principe,40.6,,29.23,,,,21.78,,
Bahrain,49.8,53.17,65.96,67.57,70.16,70.93,,,
Hungary,46.1,46.54,46.67,45.19,45.98,51.14,54.28,54.81,57.65
North Macedonia,36.77,35.16,34.28,36.54,38.51,40.92,42.84,45.48,45.33
Portugal,58.48,58.35,57.25,55.85,51.1,51.3,54.34,54.68,54.55
Libya,,,,,38.66,,,,
Uzbekistan,,37.79,40.0,67.28,66.65,68.21,68.31,60.69,
Spain,45.28,48.72,52.9,49.78,45.24,45.81,48.6,48.83,49.82
Jordan,34.0,32.43,33.23,34.67,33.27,32.1,32.48,32.46,31.27
Egypt,36.89,38.23,,44.03,42.48,41.16,39.35,38.59,39.74
American Samoa,49.25,,53.95,47.79,,,,,
Congo,,,54.47,36.0,,,,,
"Venezuela, Bolivarian Republic of",,57.98,58.81,59.91,59.09,57.93,63.06,55.38,
Philippines,59.47,59.15,59.11,59.03,59.62,59.79,57.62,55.74,57.2
Liechtenstein,62.24,60.27,59.92,59.96,60.4,59.19,59.1,,
Gabon,,,50.36,38.8,,,,,
Greenland,,,,62.0,59.67,59.5,,,
Qatar,,75.91,82.2,87.05,86.44,90.84,87.66,87.1,87.28
