Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2019
Sao Tome and Principe,0.97,0.77,0.93,0.83,0.83,0.8,0.8
Greece,1.2,1.27,1.17,1.1,1.97,1.87,1.9
Gabon,5.0,4.23,4.5,3.6,2.77,2.8,2.45
Myanmar,2.3,2.17,1.9,1.57,1.3,1.17,1.1
Azerbaijan,1.37,1.77,2.03,1.9,1.7,1.6,1.6
Algeria,3.37,2.97,2.6,2.23,2.07,1.93,1.85
Russian Federation,16.0,15.57,13.6,12.47,11.37,10.57,9.4
Iceland,6.3,7.1,9.0,6.57,8.43,4.4,3.85
"Korea, Republic of",10.17,16.37,18.47,23.1,18.43,15.73,16.4
Cyprus,1.3,1.0,2.33,1.5,1.77,1.43,1.55
Burkina Faso,5.1,4.77,4.6,4.27,4.17,3.9,3.7
Mali,4.0,3.7,3.57,3.4,3.37,3.13,2.95
Montenegro,11.07,11.3,10.9,10.67,10.83,10.77,10.55
Turkmenistan,4.67,5.27,5.33,4.1,3.57,3.0,2.7
Eritrea,5.97,5.6,5.97,5.93,5.6,5.43,5.25
Ethiopia,5.97,5.53,5.1,4.43,3.33,3.13,3.1
