Country,1971-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2019,2020-2023
Costa Rica,7.84,5.88,-1.23,2.62,1.89,2.2,2.13,4.29,2.18,2.69,1.25
Philippines,11.34,2.7,-2.25,5.19,2.57,0.5,0.86,7.0,6.77,9.59,5.85
Saudi Arabia,,,,,,,4.21,3.05,9.21,-1.98,4.8
Samoa,,,,,,,,7.51,3.12,3.52,1.25
Puerto Rico,6.87,3.78,4.53,6.07,1.58,2.4,3.06,-1.36,-1.72,0.92,0.45
Japan,6.12,4.19,3.7,3.32,3.55,2.53,1.61,1.09,1.65,1.15,2.47
Tunisia,8.1,6.55,6.33,2.12,3.87,5.72,5.44,9.8,4.74,0.49,0.3
Congo,5.73,4.48,13.14,-1.7,-5.22,70.23,33.87,6.58,9.71,-11.59,-10.29
Guinea,,,,,,,,39.9,22.71,-4.33,0.38
kos,,,,,,,,5.54,3.73,2.83,3.42
Sri Lanka,-0.87,3.51,4.41,1.61,1.58,15.97,2.39,10.69,,7.72,-1.71
Syrian Arab Republic,17.47,7.74,3.39,-4.55,3.15,4.2,7.5,10.63,0.17,-0.94,9.82
Finland,6.1,4.4,3.59,3.72,-0.41,2.08,1.9,1.07,0.51,1.25,2.12
Burkina Faso,13.58,-1.48,12.87,4.51,3.98,2.76,7.71,5.8,7.74,11.08,5.53
Latvia,,,,,,1.54,3.82,-1.41,1.83,3.22,3.87
Switzerland,2.7,1.44,2.44,4.7,1.51,1.09,1.36,1.83,1.18,0.72,1.47
Bahamas,,,,-2.35,1.09,14.59,-1.77,2.48,-3.12,6.1,5.65
Morocco,12.06,9.17,-0.46,-0.19,-0.12,0.32,3.2,5.13,4.38,3.33,3.38
Gabon,20.27,5.34,10.35,-7.79,1.59,4.29,4.73,7.36,4.44,-4.9,3.97
Jamaica,,,,,,,,-1.68,-0.93,0.89,
Spain,6.08,4.78,3.66,6.41,3.03,3.11,4.85,4.56,-0.96,1.55,2.63
Armenia,,,,,-2.18,-1.03,9.88,4.11,3.22,1.35,6.8
Qatar,,,,,,,,,,1.03,4.42
