Country,1960-1980,1990-1996,2000-2002,2003-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017
Spain,5.05,4.43,3.59,3.39,3.27,3.18,3.08,2.98,2.98,2.97
chanisl,11.01,,,,,,,,,
Greenland,14.35,,,,,,,,,
Uganda,1.52,,,0.85,1.1,0.4,0.5,,,
Solomon Islands,7.34,0.83,,1.8,,,1.66,1.4,,
Oman,0.98,2.11,2.11,2.11,2.06,1.96,1.77,1.68,1.57,1.48
Nigeria,0.61,1.67,1.2,0.5,,,,,,
"Bolivia, Plurinational State of",2.08,1.46,,1.0,1.1,1.1,1.07,1.11,1.14,1.28
Somalia,1.36,0.75,0.42,0.42,,,,0.87,0.87,0.87
Suriname,7.04,4.72,3.75,3.1,3.2,2.6,3.1,,3.05,3.0
Comoros,,2.76,,,2.2,,2.16,,,
Argentina,5.97,4.16,4.1,4.0,,,4.44,4.69,4.9,4.97
Kyrgyzstan,12.01,10.38,6.24,5.19,5.07,4.92,4.73,4.57,4.41,
Austria,10.93,9.63,7.87,7.72,7.7,7.68,7.66,7.65,7.56,7.4
"Congo, The Democratic Republic of the",4.5,1.43,,1.1,0.8,,,,,
Ethiopia,0.29,0.24,,0.2,0.2,0.2,6.3,,0.3,0.33
Syrian Arab Republic,1.06,1.29,1.39,1.42,1.47,1.52,1.54,1.52,1.48,1.43
