Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2016,2017-2017,2018-2018,2019-2019
Romania,,6.35,3.6,4.8,6.4,6.15,3.2,3.3,2.7,2.2
"Tanzania, United Republic of",,56.2,,44.7,,,,,44.9,
United Kingdom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5
Israel,0.5,0.35,0.5,0.2,0.6,0.5,0.2,0.5,0.5,
Gambia,,,,29.8,,13.4,,,,
"Iran, Islamic Republic of",1.0,0.8,1.5,,0.3,0.75,0.7,0.6,0.9,0.9
"Korea, Republic of",,0.2,0.2,0.5,0.2,0.2,0.2,,,
Bangladesh,24.0,,,18.2,,,13.5,,,
Turkmenistan,,,,,,,,,,
Tuvalu,,,,3.6,,,,,,
Burkina Faso,,,52.6,,,39.6,,,31.2,
Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Georgia,12.65,13.4,12.25,13.9,9.4,5.5,4.9,6.2,5.6,4.8
Tonga,,,1.3,,,1.8,,,,
"Micronesia, Federated States of",8.6,,,,16.0,,,,,
Angola,,,14.6,,,,,,31.1,
Haiti,,,,,29.2,,,,,
Austria,0.15,0.25,0.6,0.45,0.45,0.45,0.7,0.3,0.6,0.6
Croatia,,,0.9,0.9,0.75,0.8,0.6,0.5,0.4,0.3
Montenegro,,,,,3.0,1.45,2.5,3.3,2.8,
Azerbaijan,0.0,,,,,,,,,
Italy,0.6,0.7,0.8,1.25,1.3,1.55,1.6,1.4,1.5,1.0
Djibouti,,,,,22.3,,,19.1,,
Estonia,0.95,0.6,0.5,0.9,0.8,0.7,0.5,0.3,0.2,0.6
Belarus,1.1,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suriname,,,,,,,,,,
Belize,,,,,,,,,,
South Africa,28.3,,18.7,18.0,,20.5,,,,
Guyana,,,,,,,,,,
Fiji,,,1.0,,0.4,,,,,1.3
