Country,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019,2020-2023
Egypt,1848804716.01,5027911725.43,10168516057.72,10885209557.59,13747987546.12,19372883910.3,21312451624.43,46246648315.37,64202205669.52,71588175599.37,86568554936.25
Cayman Islands,,,,,,,,,,2485489941.96,2592370369.48
Malaysia,2489988681.9,6296295878.87,15799906627.36,18085583585.72,47307238012.04,82827855365.5,97418210526.32,153329126107.9,207850434576.04,200404232576.7,240132972272.89
Iceland,373161575.98,749658272.86,1140802951.87,1640583612.15,2034050243.43,2817247100.3,3823292847.48,7478933542.47,7111422213.57,9455458904.05,11056370981.21
Cabo Verde,,,103111534.79,146232610.08,223143487.97,304530796.42,458865484.36,902353601.57,1059498995.97,1136928472.72,1190920856.44
Belgium,18108407703.49,42277569541.82,57310338086.05,78623684247.21,126189472183.04,158193712262.61,188158272194.47,330785416241.76,402203603054.4,405993875313.31,510709038936.47
Cyprus,,512967395.02,1395682306.31,1962112715.21,3481623158.79,6812569588.28,7682215672.2,13433553867.27,14912716440.22,16648989802.44,25672983244.26
Haiti,,,,801338700.0,780820950.8,951156925.23,1354047515.0,2407430474.61,4422408193.08,4821603735.16,5312353758.75
Jordan,,2004081965.3,4004513090.01,3667062658.95,4082024197.65,5113290853.93,6916164306.13,15295744789.16,22334929577.46,22438028169.01,20804225352.11
Bermuda,,,,,,,,,1556368800.0,1734518400.0,1731254666.67
Ecuador,642676442.02,1983728606.0,3070267057.92,3016530117.93,4088259156.95,5956971485.74,7348843130.57,15810192000.0,27717997800.0,23835886000.0,29523985500.0
kos,,,,,,,,3010457844.8,3583077663.12,3889897814.99,6083997061.99
"Venezuela, Bolivarian Republic of",3105957592.2,11400716279.07,13884913075.18,11557264172.7,13671796089.71,17850634491.8,19492722708.33,52396274204.17,96978911267.63,,
Syrian Arab Republic,866058985.65,2907521764.87,4540227694.54,3226538633.83,4557700261.04,4850711937.57,6827467783.05,14886482172.92,14139653842.84,6568186745.11,5155619613.83
Vanuatu,,,58032377.76,85324284.55,110935023.04,133196917.55,146876950.97,274596700.28,398915939.64,490231537.11,498436483.02
Lebanon,,,,2489030212.06,4423374002.47,7162688576.77,7856177216.72,15892314593.3,26104127294.99,24083020319.89,13628706196.05
Mali,117911707.65,289054062.5,444760621.04,642402433.25,853289915.15,938516290.85,1317549926.31,2712457113.59,4490244315.09,5798617211.62,7325995154.62
Honduras,290819765.95,866069969.58,1578897094.27,1781970152.36,2176754261.54,3600515908.95,5456811496.39,9229210555.39,12249478650.51,13740033813.47,18307832450.29
