Country,1995-1998,1999-2002,2003-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021
Japan,,,,,20113.85,,,
Zimbabwe,,,,2583.0,,,3120.0,3120.0
Chile,2553.33,2047.25,2075.0,,,,2226.5,2396.0
Luxembourg,274.25,274.0,275.0,275.0,275.0,275.0,279.33,276.67
Iraq,2474.75,2390.75,1931.5,2025.0,2138.0,2370.0,,
"Iran, Islamic Republic of",5609.75,6061.75,6738.75,7597.67,8317.33,8570.5,8974.67,9454.27
Bosnia and Herzegovina,997.25,1009.5,1014.37,1017.05,1027.05,1027.05,817.7,1018.05
Germany,39786.0,36537.25,34783.79,33853.74,33598.66,33402.33,33436.0,33407.67
Netherlands,2772.75,2806.25,2802.75,2892.52,3016.0,,3078.0,3065.67
Ecuador,956.0,956.0,,,,,,
Turkmenistan,2293.0,2483.0,2662.5,3128.7,3115.0,4153.33,7196.67,
Portugal,2837.5,2830.5,2836.25,2840.67,2725.75,2545.42,2545.96,2526.45
Bulgaria,4292.25,4312.0,4219.25,4145.67,4079.67,4024.67,4029.67,4030.0
Croatia,2618.5,2726.0,2725.0,2722.33,2722.33,2643.33,2605.0,2617.0
Cambodia,625.5,614.25,650.0,,,,,
Saudi Arabia,1018.0,1018.5,1020.0,1020.0,1412.0,,2779.5,
