Country,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019,2020-2022
Mongolia,65841966797.38,340055579296.13,1254180067676.98,2204052308766.88,548070287744.06,1518488330474.86
Uruguay,21104510463.74,15082051158.34,17878070745.33,52424111873.59,33174668718.13,130377424732.02
Samoa,,,104295603.63,41716301.05,-18348659.74,-35954396.86
Mozambique,,,21899356551.37,43843878289.34,50240870278.86,55163284986.67
Jamaica,30551806961.0,59009111078.25,50957050320.5,,,
Norway,,,,,,
Congo,193757000000.0,-423440750000.0,-178210000000.0,632833333333.33,-135570000000.0,183314500000.0
Palau,,-1421574.0,687356.0,4352155.0,6816126.0,52558000.0
Belarus,54663057.5,466983663.99,849907804.55,-92388151.47,940886206.53,2770164722.17
United Kingdom,72715250000.0,156484250000.0,140376000000.0,106691000000.0,99271666666.67,255704000000.0
Latvia,256853973.51,2303419587.82,285641515.98,588494563.68,958018167.23,3446690210.45
Honduras,4129025833.33,7420875461.5,20216004958.75,12454474822.84,,
Czechia,,,,,,
Solomon Islands,,,-33607641.1,-103589546.57,97474737.58,315436133.17
Papua New Guinea,316793000.0,,,3316862639.67,2759783761.09,6651060500.41
Germany,,,,,,
Kenya,,,,542833269353.46,969206547776.71,1293191569934.66
San Marino,67709990.6,117478115.84,,,,
Namibia,1020770750.0,-205335647.5,2934392385.48,10635342851.29,8833016666.67,14716510000.0
"Moldova, Republic of",93600000.0,796200000.0,1381400000.0,2861533333.33,1692700000.0,12491186666.67
France,,,,,,
Spain,139385843.33,38041355223.52,97777450318.6,58607956895.36,55261352436.26,119673360651.11
Armenia,30018151973.14,149523691399.5,123626416363.84,269985510816.67,240544390037.78,420923225636.67
"Korea, Republic of",-17651196750000.0,17254735250000.0,30480280000000.0,42828350483492.2,33244743162288.44,110428412337864.88
